date_in,date_out,app_date,hours_in_custody,age_group,gender,citizenship,border,sector,field_office,source
1/22/2017 17:20,1/24/2017 18:49,NA,49.46666667,6-8 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 17:20,1/24/2017 11:00,NA,41.65,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 17:20,1/24/2017 11:00,NA,41.65,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 17:30,1/24/2017 14:06,NA,44.58333333,9-11 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 17:55,1/25/2017 9:52,NA,63.93333333,3-5 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 18:49,NA,48.8,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 18:49,NA,48.8,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 15:52,NA,45.85,Under 1 year,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/25/2017 9:52,NA,63.85,3-5 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 16:20,NA,46.31666667,12-14 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 16:20,NA,46.31666667,3-5 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/23/2017 23:35,NA,29.56666667,9-11 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 10:44,NA,40.71666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 9:10,NA,39.15,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 18:49,NA,48.8,3-5 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 10:44,NA,40.71666667,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 15:52,NA,45.85,9-11 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 18:49,NA,48.8,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 18:49,NA,48.8,12-14 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/24/2017 11:00,NA,40.98333333,15-18 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/25/2017 15:30,NA,69.48333333,12-14 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:00,1/23/2017 23:50,NA,29.81666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:45,1/23/2017 12:36,NA,17.83333333,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:52,1/23/2017 11:25,NA,16.53333333,9-11 years,Female,ROMANIA,SBO,(b)(7)(E ),NA,BP
1/22/2017 18:52,1/23/2017 11:25,NA,16.53333333,1-2 years,Female,ROMANIA,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:20,1/23/2017 18:07,NA,22.76666667,15-18 years,Female,ECUADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:20,1/23/2017 23:36,NA,28.25,15-18 years,Female,ECUADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/23/2017 23:36,NA,28.08333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/23/2017 18:08,NA,22.61666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/24/2017 11:00,NA,39.48333333,15-18 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/23/2017 18:07,NA,22.6,9-11 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/23/2017 18:08,NA,22.61666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/25/2017 0:54,NA,53.38333333,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/24/2017 15:52,NA,44.35,9-11 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/23/2017 18:08,NA,22.61666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/25/2017 0:54,NA,53.38333333,3-5 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/25/2017 18:19,NA,70.8,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/24/2017 18:49,NA,47.3,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:30,1/24/2017 9:28,NA,37.95,3-5 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/25/2017 0:54,NA,53.13333333,3-5 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/24/2017 10:44,NA,38.96666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/25/2017 13:33,NA,65.78333333,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/24/2017 15:52,NA,44.1,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/24/2017 18:49,NA,47.05,3-5 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 19:45,1/24/2017 15:53,NA,44.11666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:00,1/24/2017 10:44,NA,38.71666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:00,1/24/2017 15:51,NA,43.83333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:10,1/24/2017 9:28,NA,37.28333333,6-8 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:10,1/24/2017 9:28,NA,37.28333333,3-5 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:35,1/24/2017 14:04,NA,41.46666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:35,1/26/2017 14:01,NA,89.41666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:35,1/24/2017 14:04,NA,41.46666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:35,1/24/2017 14:04,NA,41.46666667,12-14 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:40,1/25/2017 13:20,NA,64.65,6-8 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:40,1/25/2017 13:20,NA,64.65,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:40,1/25/2017 13:20,NA,64.65,3-5 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:40,1/25/2017 13:20,NA,64.65,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:40,1/24/2017 9:28,NA,36.78333333,12-14 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:45,1/24/2017 3:06,NA,30.35,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/24/2017 10:39,NA,37.8,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/24/2017 10:39,NA,37.8,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/24/2017 10:39,NA,37.8,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/25/2017 9:52,NA,61.01666667,12-14 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/25/2017 9:52,NA,61.01666667,6-8 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/24/2017 18:49,NA,45.96666667,12-14 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/25/2017 9:52,NA,61.01666667,3-5 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/23/2017 23:50,NA,26.98333333,12-14 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 20:50,1/23/2017 23:50,NA,26.98333333,9-11 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:00,1/25/2017 11:02,NA,62.01666667,6-8 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:00,1/24/2017 10:39,NA,37.63333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:00,1/25/2017 9:52,NA,60.85,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:00,1/25/2017 9:52,NA,60.85,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:00,1/25/2017 9:52,NA,60.85,6-8 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:06,1/25/2017 13:20,NA,64.21666667,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:06,1/25/2017 13:20,NA,64.21666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:06,1/26/2017 14:01,NA,88.9,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:06,1/25/2017 13:20,NA,64.21666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:06,1/25/2017 13:20,NA,64.21666667,9-11 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:15,1/24/2017 10:40,NA,37.4,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:30,1/24/2017 3:20,NA,29.81666667,15-18 years,Male,INDIA,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/23/2017 11:24,NA,13.55,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 9:28,NA,35.61666667,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 18:49,NA,44.96666667,9-11 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/23/2017 23:35,NA,25.73333333,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 9:28,NA,35.61666667,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 9:28,NA,35.61666667,9-11 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 18:49,NA,44.96666667,Under 1 year,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 21:50,1/24/2017 10:40,NA,36.81666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:02,1/23/2017 12:48,NA,14.75,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:15,1/24/2017 9:28,NA,35.2,3-5 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:15,1/23/2017 18:47,NA,20.51666667,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:15,1/24/2017 9:28,NA,35.2,9-11 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:15,1/24/2017 9:28,NA,35.2,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:25,1/26/2017 14:01,NA,87.58333333,15-18 years,Male,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:49,1/25/2017 13:20,NA,62.5,15-18 years,Male,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/22/2017 22:49,1/26/2017 14:31,NA,87.68333333,12-14 years,Female,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:00,1/23/2017 12:09,NA,13.15,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:00,1/23/2017 12:09,NA,13.15,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:05,1/25/2017 11:19,NA,60.21666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:05,1/23/2017 11:25,NA,12.31666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:05,1/23/2017 12:31,NA,13.41666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:05,1/23/2017 11:25,NA,12.31666667,3-5 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:30,1/25/2017 0:54,NA,49.38333333,6-8 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:30,1/23/2017 23:35,NA,24.06666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:30,1/24/2017 10:39,NA,35.13333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/22/2017 23:52,1/24/2017 9:10,NA,33.3,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:15,1/25/2017 20:19,NA,68.05,9-11 years,Female,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:15,1/25/2017 20:19,NA,68.05,9-11 years,Female,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:30,1/23/2017 17:02,NA,16.51666667,15-18 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:30,1/23/2017 17:02,NA,16.51666667,1-2 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:30,1/23/2017 11:45,NA,11.25,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 0:30,1/24/2017 5:14,NA,28.73333333,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 1:20,1/24/2017 15:50,NA,38.48333333,12-14 years,Female,ECUADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 1:32,1/26/2017 14:01,NA,84.46666667,12-14 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 1:33,1/26/2017 14:01,NA,84.45,6-8 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 1:33,1/26/2017 14:01,NA,84.45,6-8 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 1:33,1/26/2017 14:01,NA,84.45,9-11 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 4:20,1/24/2017 11:51,NA,31.5,3-5 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 4:20,1/24/2017 4:34,NA,24.21666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 4:20,1/24/2017 4:34,NA,24.21666667,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 5:25,1/24/2017 1:39,NA,20.21666667,15-18 years,Male,INDIA,SBO,(b)(7)(E ),NA,BP
1/23/2017 5:30,1/23/2017 14:25,NA,8.9,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 5:45,1/24/2017 10:40,NA,28.9,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:00,1/25/2017 15:30,NA,57.48333333,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:00,1/24/2017 5:54,NA,23.88333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:30,1/24/2017 10:44,NA,28.21666667,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:30,1/24/2017 15:48,NA,33.28333333,12-14 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:30,1/24/2017 15:48,NA,33.28333333,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:45,1/23/2017 14:09,NA,7.383333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/24/2017 11:51,NA,28.91666667,6-8 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/24/2017 4:34,NA,21.63333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/24/2017 4:34,NA,21.63333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/25/2017 8:23,NA,49.45,6-8 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/25/2017 8:23,NA,49.45,3-5 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 6:55,1/24/2017 4:34,NA,21.63333333,12-14 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:00,1/23/2017 21:22,NA,14.35,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:01,1/25/2017 8:23,NA,49.35,Under 1 year,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:08,1/24/2017 14:00,NA,30.85,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:15,1/24/2017 8:39,NA,25.4,6-8 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:25,1/23/2017 23:50,NA,16.4,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:30,1/26/2017 14:31,NA,79,3-5 years,Male,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:30,1/26/2017 14:01,NA,78.5,15-18 years,Female,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:30,1/25/2017 19:12,NA,52.68333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:30,1/24/2017 8:39,NA,25.15,1-2 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 7:45,1/24/2017 14:28,NA,30.7,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:00,1/25/2017 16:11,NA,55.16666667,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:00,1/25/2017 16:11,NA,55.16666667,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:00,1/23/2017 17:13,NA,8.216666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:15,1/23/2017 17:06,NA,7.833333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:30,1/24/2017 18:49,NA,33.3,3-5 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:30,1/24/2017 18:49,NA,33.3,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:30,1/24/2017 18:49,NA,33.3,9-11 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:30,1/24/2017 10:44,NA,25.21666667,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 9:45,1/24/2017 12:07,NA,26.35,3-5 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 10:02,1/25/2017 8:23,NA,46.33333333,6-8 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 10:02,1/25/2017 8:23,NA,46.33333333,12-14 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 10:02,1/24/2017 4:34,NA,18.51666667,12-14 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 10:15,1/24/2017 4:24,NA,18.13333333,12-14 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/26/2017 14:33,NA,75.13333333,9-11 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/26/2017 14:33,NA,75.13333333,12-14 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/26/2017 14:01,NA,74.6,9-11 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/26/2017 14:01,NA,74.6,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/25/2017 7:48,NA,44.38333333,Under 1 year,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:25,1/24/2017 14:04,NA,26.65,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:50,1/24/2017 10:44,NA,22.9,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:50,1/24/2017 10:44,NA,22.9,12-14 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 11:50,1/24/2017 10:44,NA,22.9,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:00,1/24/2017 4:24,NA,16.38333333,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:05,1/25/2017 2:24,NA,38.3,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:10,1/24/2017 12:09,NA,23.96666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 10:40,NA,22.31666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 10:33,NA,22.2,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 10:40,NA,22.31666667,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 18:49,NA,30.46666667,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 18:49,NA,30.46666667,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 15:51,NA,27.5,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/25/2017 8:34,NA,44.21666667,3-5 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:20,1/24/2017 10:33,NA,22.2,15-18 years,Male,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:30,1/26/2017 11:04,NA,70.55,6-8 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:30,1/26/2017 11:04,NA,70.55,9-11 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:30,1/24/2017 11:38,NA,23.1,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:45,1/24/2017 10:40,NA,21.9,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:45,1/24/2017 15:51,NA,27.08333333,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:57,1/24/2017 14:34,NA,25.6,15-18 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 12:57,1/24/2017 14:34,NA,25.6,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:10,1/25/2017 11:03,NA,45.86666667,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:10,1/24/2017 11:05,NA,21.9,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:21,1/24/2017 7:20,NA,17.96666667,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/25/2017 11:55,NA,46.03333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/24/2017 11:38,NA,21.73333333,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/25/2017 13:33,NA,47.66666667,1-2 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/25/2017 11:53,NA,46,15-18 years,Female,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/25/2017 9:52,NA,43.98333333,Under 1 year,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
1/23/2017 13:52,1/25/2017 10:58,NA,45.08333333,15-18 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:00,1/24/2017 5:35,NA,15.56666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:00,1/24/2017 5:35,NA,15.56666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:00,1/24/2017 10:44,NA,20.71666667,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:00,1/24/2017 10:40,NA,20.65,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:45,1/25/2017 10:58,NA,44.2,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:45,1/25/2017 11:55,NA,45.15,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:45,1/25/2017 11:55,NA,45.15,15-18 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:50,1/24/2017 14:16,NA,23.41666667,15-18 years,Male,MEXICO,SBO,(b)(7)(E ),NA,BP
1/23/2017 14:55,1/25/2017 13:20,NA,46.41666667,12-14 years,Male,BRAZIL,SBO,(b)(7)(E ),NA,BP
1/23/2017 15:00,1/24/2017 18:49,NA,27.8,3-5 years,Male,EL SALVADOR,SBO,(b)(7)(E ),NA,BP
1/23/2017 15:00,1/25/2017 9:52,NA,42.85,12-14 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 15:00,1/25/2017 9:52,NA,42.85,9-11 years,Male,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 15:00,1/25/2017 9:52,NA,42.85,12-14 years,Female,GUATEMALA,SBO,(b)(7)(E ),NA,BP
1/23/2017 15:00,1/25/2017 13:37,NA,46.6,1-2 years,Female,HONDURAS,SBO,(b)(7)(E ),NA,BP
