age,education,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
70,19,1,0,3,2,-100,2,2,2,1,8,-100,1,-100,6,10,-100,-100,-100,-100,-100,-100,2
70,14,1,4,-100,2,3,2,2,1,1,7,-100,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
42,14,5,5,4,1,3,2,2,3,4,2,-100,1,-100,1,3,2,2,2,7,0,3,2
42,16,5,2,-100,2,3,2,2,3,1,5,1,-100,-98,-100,-100,3,2,2,8,0,-100,3
65,12,1,3,3,1,-100,2,2,4,1,5,1,1,2,12,4,-100,-100,-100,-100,-100,1,1
45,14,1,0,3,2,-100,1,1,4,1,0,2,1,4,2,0,3,2,1,9,1,1,1
49,14,1,3,4,1,-100,1,1,5,2,0,-100,1,2,2,0,-100,-100,1,-100,-100,3,1
75,12,1,2,2,2,-100,1,1,5,1,6,2,1,1,10,10,-100,-100,-100,-100,-100,3,1
37,11,2,5,8,2,-100,1,1,4,4,0,-100,1,4,0,0,20,2,3,5,30,-100,1
68,12,1,2,4,1,3,2,2,1,1,1,-100,1,-100,10,0,-100,-100,-100,-100,-100,2,2
-99,12,1,5,8,1,-100,1,1,5,2,1,-100,-98,-100,1,1,2,2,2,8,30,-100,2
21,15,5,0,3,2,-100,1,1,4,1,2,1,1,4,3,0,7,1,2,-98,6,-100,1
44,16,1,0,-100,2,3,2,2,6,1,5,-100,-100,1,-100,-100,3,2,1,9,0,-100,3
48,13,4,0,-100,2,3,2,2,5,1,8,2,-100,1,-100,-100,-100,-100,-100,-100,-100,3,3
51,12,1,1,-100,2,3,1,1,4,2,7,-100,-100,-98,-100,-100,-100,-100,4,-100,-100,-100,3
46,12,4,2,-100,1,-100,2,2,-98,1,0,-100,1,-100,3,0,-100,-100,-100,-100,-100,-100,2
38,20,1,2,-100,2,3,2,2,2,4,0,-100,-100,4,-100,-100,4,1,2,8,14,-100,3
41,14,3,1,3,2,-100,2,2,3,11,3,-100,1,-100,2,0,4,2,2,8,0,3,2
-99,14,1,0,-100,1,3,3,15,5,1,4,-100,-100,4,-100,-100,6,2,2,9,0,-100,3
52,15,2,3,2,2,3,1,1,-98,3,1,-100,1,-100,1,4,0,2,1,7,0,-100,2
64,10,5,0,3,1,-100,1,1,6,2,4,-100,2,1,6,0,2,2,1,8,0,-100,1
32,16,1,1,2,1,3,3,4,5,7,3,-100,1,-100,1,5,5,2,1,8,0,2,2
28,14,5,0,3,1,-100,1,1,3,4,0,-100,1,4,3,1,4,2,3,8,1,-100,1
51,6,4,3,3,2,-100,1,1,1,2,3,-100,1,-100,5,-100,-100,-100,1,-100,-100,-100,2
62,12,3,2,-100,2,3,1,1,4,2,1,-100,-100,4,-100,-100,-100,-100,2,-100,-100,2,3
18,12,5,0,2,2,-100,1,1,2,4,0,-100,1,4,0,1,-100,-100,2,-100,-100,2,1
21,15,5,0,1,2,-100,1,1,2,4,0,-100,1,-100,1,2,-100,-100,-100,-100,-100,1,2
38,12,4,3,8,2,3,1,1,5,2,7,-100,1,-100,3,40,5,2,2,-98,0,-100,2
27,14,5,1,2,2,-100,3,3,2,4,0,-100,1,-100,2,0,-100,-100,1,-100,-100,-100,2
39,17,4,3,8,2,-100,1,1,4,5,3,-100,1,4,2,0,-100,-100,1,-100,-100,-100,1
18,11,5,0,-100,1,3,1,1,6,5,0,2,-100,2,-100,-100,-100,-100,3,-100,-100,-100,3
25,15,5,1,4,1,-100,1,1,4,2,4,1,1,1,1,10,3,2,2,7,3,-100,1
32,9,1,3,-100,2,-100,1,1,6,4,0,-100,-100,1,-100,-100,4,-98,1,10,7,1,3
34,9,5,3,-100,2,-98,3,15,6,2,6,2,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,3
25,12,1,2,3,2,-97,3,3,5,1,7,-100,1,-100,2,0,2,2,2,8,0,-100,2
48,2,1,4,5,2,-100,1,1,6,2,5,2,2,1,0,-100,-100,-100,1,-100,-100,-100,1
36,12,1,3,4,2,-98,1,1,5,1,8,-100,2,-100,2,0,-100,-100,1,-100,-100,-100,2
48,14,1,2,-100,2,3,2,2,4,1,7,2,-100,1,-100,-100,5,2,2,10,0,3,3
41,6,4,2,4,1,-100,1,1,4,2,2,-100,1,1,4,-100,0,2,2,7,0,-100,1
39,15,1,2,3,2,-100,1,1,6,2,-99,-100,-98,-100,5,0,6,2,3,6,1,-100,2
26,20,5,1,1,2,-100,2,2,2,4,2,-100,1,2,1,1,4,1,2,2,3,1,1
38,16,5,0,3,1,3,3,15,2,1,1,-100,1,-100,2,20,4,2,3,5,10,2,2
50,17,5,0,1,1,-100,3,10,1,9,0,-100,1,4,6,8,19,1,2,7,10,1,1
57,12,5,2,-100,1,-100,2,2,6,2,0,2,-100,1,-100,-100,1,2,1,9,0,-100,3
42,16,5,0,3,2,3,3,8,5,1,5,-100,1,-100,1,0,1,2,1,7,0,-100,2
50,16,5,8,3,2,-100,1,1,4,2,0,-100,2,-100,2,10,2,2,1,7,0,-100,2
34,-99,1,0,2,1,-100,1,1,4,5,4,1,2,4,3,8,-100,-100,1,-100,-100,-100,1
48,14,1,2,2,1,-100,1,1,3,4,1,1,1,4,10,0,1,2,2,7,20,-100,1
42,14,3,6,2,2,-100,1,1,5,5,0,1,1,4,0,10,-100,-100,4,-100,-100,-100,1
23,14,5,0,2,1,2,3,16,5,2,0,-100,1,-100,0,0,8,2,1,7,10,-100,2
34,17,1,0,2,2,-100,1,1,2,4,0,-100,1,4,1,8,4,2,1,9,2,-100,1
76,18,1,3,2,1,-100,3,15,4,9,8,-100,1,-100,1,10,-100,-100,-100,-100,-100,-100,2
36,17,1,2,2,2,-100,1,1,4,4,3,-100,1,-100,1,10,6,2,2,9,5,-100,2
52,18,1,2,2,2,-100,1,1,3,4,1,1,1,4,2,10,6,2,1,9,1,2,1
81,20,1,0,3,1,-100,1,1,4,2,7,2,1,1,2,7,-100,-100,-100,-100,-100,2,1
57,18,1,0,-100,2,3,1,1,6,1,0,1,-100,3,-100,-100,3,2,1,10,0,-100,3
35,11,3,2,2,1,-100,1,1,5,2,5,-100,1,4,0,10,1,2,1,9,14,-100,1
20,14,5,0,8,2,-100,1,1,2,4,0,-100,1,-100,1,16,5,1,2,6,0,3,2
49,14,3,1,2,1,-100,3,15,2,2,2,2,1,4,2,3,8,2,1,10,3,-100,1
50,18,2,2,2,1,3,1,1,3,4,0,-100,1,-100,2,9,3,2,2,10,1,-100,2
25,13,5,0,8,1,3,2,2,1,1,5,-100,1,-100,2,6,2,2,2,8,0,-100,2
49,12,5,3,3,2,-100,2,2,4,4,1,-100,1,4,5,0,1,2,2,6,3,2,1
62,16,1,4,3,1,-100,3,16,4,2,6,-100,1,4,3,6,3,1,1,9,0,-100,1
64,14,2,2,-100,2,-100,2,2,3,4,1,1,-100,1,-100,-100,8,2,2,-98,0,3,3
21,12,5,0,3,2,-100,2,2,4,4,0,-100,1,4,1,5,3,2,3,7,10,-100,1
46,12,3,4,8,2,-100,2,2,2,4,0,-100,1,-100,6,0,-100,-100,4,-100,-100,2,2
58,15,5,0,3,1,1,3,15,4,11,1,-100,1,-100,6,1,6,2,2,5,30,-100,2
32,12,5,0,-100,1,3,2,2,3,1,2,1,-100,4,-100,-100,5,2,1,7,10,-100,3
32,10,5,0,-100,1,-100,1,1,3,2,0,-100,-100,4,-100,-100,5,2,2,6,0,1,3
41,16,1,0,2,1,-100,1,1,6,1,4,2,1,1,2,0,5,2,1,9,0,2,1
29,9,5,3,-100,2,3,3,16,4,4,0,-100,-100,4,-100,-100,2,2,1,-98,0,-100,3
-99,12,1,0,8,1,-100,3,10,4,9,7,-100,2,-100,6,2,-97,2,2,-98,0,-100,2
64,16,3,1,2,1,-100,3,16,4,2,2,2,1,1,4,0,4,2,2,9,0,-100,1
20,13,5,0,8,2,-100,1,1,2,2,2,1,1,4,4,14,5,2,2,8,5,-100,1
82,14,3,5,-100,2,3,3,3,4,1,8,-100,-100,1,-100,-100,-100,-100,-100,-100,-100,3,3
31,20,5,2,2,1,-100,2,2,5,1,5,-100,1,-100,2,15,2,2,1,9,15,-100,2
28,14,5,0,-100,2,3,1,1,4,2,5,2,-100,4,-100,-100,5,2,1,10,0,2,3
40,10,3,0,2,2,3,2,2,4,4,0,-100,1,-100,4,20,10,2,1,9,10,-100,2
43,12,5,2,4,1,-100,2,2,5,1,0,-100,1,1,-98,7,5,2,2,8,0,-100,1
31,9,5,3,-100,2,2,2,2,-98,4,0,1,-100,2,-100,-100,-100,-100,3,-100,-100,-100,3
84,13,3,4,2,1,-100,2,2,5,1,6,-100,1,-100,6,21,-100,-100,-100,-100,-100,-100,2
79,12,2,2,-100,2,3,2,2,4,1,6,-100,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
72,14,2,7,0,2,-100,2,2,2,1,1,1,1,2,5,0,-100,-100,-100,-100,-100,1,1
70,12,2,4,3,2,-100,2,2,3,1,4,-100,1,-100,10,-100,-100,-100,-100,-100,-100,-100,2
47,-99,3,8,8,2,-100,2,2,4,4,0,-100,1,2,8,3,-100,-100,-100,-100,-100,-100,1
28,16,1,0,4,1,-100,3,16,6,2,8,-100,1,1,1,0,4,1,3,6,30,-100,1
23,12,5,0,8,1,-100,-100,-100,5,2,7,-100,1,4,0,0,3,2,1,-98,4,-100,1
77,14,1,0,3,2,-100,3,8,3,4,0,1,1,4,3,2,-100,-100,2,-100,-100,-100,1
60,17,1,2,2,2,-100,1,1,1,4,0,1,1,4,3,10,2,2,3,9,2,-100,1
62,12,5,1,3,2,-100,2,2,4,1,7,-100,1,-100,3,4,8,2,2,9,0,-100,2
43,16,3,2,8,2,-100,2,2,2,1,7,1,1,4,1,8,3,2,2,7,3,-100,1
20,14,5,0,3,1,-100,1,1,4,2,4,1,1,4,1,5,2,2,1,7,0,-100,1
47,18,5,0,2,2,-100,2,2,4,1,3,-100,1,-100,4,1,24,2,1,5,0,-100,2
39,10,1,3,5,2,-100,1,1,5,1,3,1,1,4,5,15,2,2,2,9,0,-100,1
-99,16,3,0,2,-99,-100,-100,-99,5,1,4,-100,2,-100,4,0,9,2,3,4,30,-100,2
-99,20,1,0,-100,2,2,1,1,2,4,0,-98,-100,4,-100,-100,2,2,3,9,-98,-100,3
46,14,1,4,-100,1,-100,2,2,4,4,1,2,-100,2,-100,-100,2,2,2,7,0,-100,3
51,12,3,2,-100,1,-100,2,2,3,1,0,1,-100,2,-100,-100,8,2,1,5,0,-100,3
44,16,2,2,-100,2,3,2,2,4,1,-97,-100,-100,-97,-100,-100,4,2,3,8,4,-100,3
35,16,3,2,4,1,-100,2,2,4,1,3,-100,1,-100,0,1,-100,-100,3,-100,-100,-100,2
68,12,5,1,3,2,-100,1,1,3,3,3,1,1,4,6,12,10,2,1,9,0,2,1
69,13,1,4,-100,2,3,1,1,7,1,7,2,-100,1,-100,-100,-100,-100,-100,-100,-100,2,3
22,15,1,0,2,1,3,1,1,5,1,5,-100,-98,-100,1,10,4,2,1,10,0,-100,2
36,20,1,2,2,2,-100,1,1,2,4,0,-100,1,4,3,5,6,2,3,9,2,2,1
29,16,5,5,-100,2,-97,1,1,4,4,0,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,3
55,14,2,1,-100,1,3,2,2,4,1,5,-100,-100,1,-100,-100,2,2,2,7,2,-100,3
-99,20,3,2,8,2,-100,1,1,5,1,3,-100,1,4,3,4,3,2,2,7,5,1,1
34,13,1,3,3,2,-100,1,1,6,1,8,-100,2,-100,0,0,3,2,1,10,2,-100,2
76,18,1,2,3,1,-100,1,1,5,1,6,-100,2,1,2,2,-100,-100,-100,-100,-100,3,1
41,14,1,1,3,1,-100,1,1,6,1,5,-100,1,1,1,5,3,2,2,8,2,-100,1
42,14,1,2,2,1,-100,1,1,4,1,4,1,1,3,2,2,1,2,2,9,0,-100,1
29,16,1,5,6,1,-100,2,2,4,1,0,-100,1,-100,20,0,4,2,1,9,0,-100,2
70,13,3,1,5,2,-100,2,2,4,1,7,1,1,4,22,0,-100,-100,-100,-100,-100,1,1
39,13,3,3,-100,2,3,2,2,-98,1,7,-98,-100,4,-100,-100,-100,-100,1,-100,-100,-100,3
53,18,3,2,2,2,-100,2,2,4,1,7,-100,1,4,2,7,7,1,1,8,0,2,1
56,14,1,6,2,2,-100,2,2,6,1,7,-100,1,-100,1,25,4,2,1,8,0,2,2
70,10,2,8,5,1,3,2,2,3,1,3,-100,1,-100,3,0,-100,-100,-100,-100,-100,-100,2
74,12,2,2,4,2,-100,2,2,4,1,7,1,1,1,5,5,5,2,1,9,0,-100,1
23,12,5,1,-100,2,3,2,2,3,1,8,1,-100,4,-100,-100,-100,-100,1,-100,-100,2,3
25,16,5,0,-100,1,2,1,1,1,4,0,1,-100,4,-100,-100,3,2,3,7,5,-100,3
60,11,1,4,2,2,-100,3,3,6,1,4,-100,2,4,0,0,0,2,2,6,30,-100,1
60,12,5,0,2,2,-100,1,1,6,1,7,-100,1,-100,3,60,2,1,1,7,7,-100,2
58,9,1,2,2,2,-100,1,1,6,2,3,-100,1,-100,4,1,2,2,3,5,1,-100,2
32,16,1,2,-100,2,3,1,1,4,2,4,-100,-100,4,-100,-100,-100,-100,1,-100,-100,2,3
76,11,1,2,8,1,-100,1,1,6,4,0,2,2,1,0,7,-100,-100,3,-100,-100,3,1
55,12,3,2,2,2,-100,1,1,3,4,0,-100,1,-100,3,0,4,2,2,5,30,1,2
31,13,5,3,2,2,-100,1,1,2,2,4,-100,1,-100,2,40,1,2,3,8,0,-100,2
45,12,5,8,2,2,3,2,2,2,4,0,-100,1,-100,24,23,-100,-100,2,-100,-100,-100,2
18,11,5,0,-100,1,3,1,1,2,4,0,2,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
38,13,5,2,2,2,-100,2,2,1,1,5,-100,1,-100,0,3,2,2,1,8,5,-100,2
31,12,5,3,2,2,-100,2,2,5,1,4,1,1,-97,1,9,-97,2,1,-97,-97,-100,1
40,12,3,1,-100,1,3,2,2,6,11,5,2,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,3
87,6,3,7,8,2,-100,2,2,1,1,3,-100,1,4,7,-100,-100,-100,-100,-100,-100,-100,1
25,17,5,0,-100,1,1,1,1,3,4,0,-100,-100,4,-100,-100,1,2,3,7,2,-100,3
66,16,5,0,-100,1,1,1,1,4,1,2,-100,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
23,14,5,0,4,2,-100,2,2,4,1,5,2,1,-99,2,0,7,2,2,6,20,2,1
55,20,1,2,2,1,-100,1,1,2,1,1,1,1,1,5,1,1,1,2,9,0,2,1
35,13,1,0,2,1,-100,2,2,6,2,0,-100,1,-100,1,3,3,1,1,9,0,-100,2
31,14,3,0,-100,2,3,1,1,4,1,0,1,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
71,14,2,3,8,2,-100,3,15,6,1,1,-100,1,-100,3,1,-100,-100,-100,-100,-100,2,2
34,12,4,1,3,1,-100,1,1,4,4,0,2,1,4,0,0,-100,-100,4,-100,-100,-100,1
59,12,1,2,4,1,-100,1,1,4,11,0,1,1,2,0,48,-98,2,2,8,0,-100,1
25,11,5,0,-100,2,2,3,15,4,2,2,2,-100,4,-100,-100,1,2,2,7,5,-100,3
51,12,3,2,8,2,3,1,1,4,11,0,-100,1,-100,1,8,12,2,1,4,0,-100,2
83,9,1,4,2,1,3,1,1,2,2,0,-100,2,-100,12,0,-100,-100,-100,-100,-100,-100,2
29,12,5,0,2,1,3,3,16,3,4,0,-100,1,-100,0,1,-100,-100,-100,-100,-100,-100,2
47,16,1,2,2,2,-100,1,1,5,2,0,-100,1,4,3,8,0,2,1,6,0,1,1
21,15,5,0,-100,2,3,1,1,4,1,8,-100,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,3
47,16,1,2,2,2,3,2,2,3,1,3,-100,1,-100,4,20,5,2,2,9,0,-100,2
56,12,1,2,2,2,-100,1,1,4,2,1,-100,1,-100,5,5,-100,-100,2,-100,-100,-100,2
27,18,1,0,-100,1,3,1,1,3,4,1,1,-100,3,-100,-100,4,2,1,8,0,2,3
23,12,5,1,-100,2,3,2,2,2,4,0,1,-100,4,-100,-100,7,2,1,6,20,-100,3
41,12,5,2,3,1,-100,1,1,4,4,0,-100,1,-100,1,1,1,2,2,9,2,-100,2
48,12,3,2,2,2,-100,1,1,5,1,0,-100,2,-100,4,0,2,2,2,9,0,-100,2
32,12,1,2,2,2,-100,1,1,5,2,2,-100,1,1,1,40,1,2,2,8,2,2,1
23,12,5,0,2,2,3,1,1,4,4,0,-100,1,-100,12,0,-100,-100,1,-100,-100,-100,2
37,13,1,1,8,2,3,1,1,1,1,2,-100,1,-100,0,0,-100,-100,2,-100,-100,2,2
30,16,5,0,5,1,-100,2,2,2,1,8,-100,1,1,20,40,-100,-100,2,-100,-100,-100,1
77,17,5,0,-100,2,-100,2,2,6,2,7,-99,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,3
62,16,3,0,8,2,-100,1,1,6,2,2,-100,1,-100,2,20,3,2,2,8,0,-100,2
57,15,2,0,2,2,3,2,2,6,4,1,-100,2,-100,2,0,2,2,2,8,30,-100,2
61,17,5,0,8,2,-100,1,1,4,2,3,-100,-97,-100,-97,5,2,2,3,6,15,-100,2
43,18,1,0,2,1,-100,1,1,3,2,2,-100,1,4,1,3,1,2,2,10,0,-100,1
46,17,2,4,-100,1,-98,1,1,5,2,4,1,-100,4,-100,-100,4,2,1,-98,0,-100,3
82,17,1,1,2,1,-100,1,1,7,1,0,-100,2,4,2,6,-100,-100,-100,-100,-100,3,1
56,17,1,2,2,1,-100,1,1,6,1,7,2,1,1,10,50,0,2,1,9,0,3,1
20,12,5,1,8,2,-100,2,2,4,4,0,2,1,3,15,0,-100,-100,1,-100,-100,-100,1
34,11,5,0,3,1,3,3,15,4,2,2,-100,1,-100,7,0,2,2,1,6,0,-100,2
30,-99,1,1,-100,2,3,1,1,4,1,8,-100,-100,1,-100,-100,1,2,1,9,22,-100,3
44,8,-99,5,-100,2,3,1,1,2,2,7,-100,-100,1,-100,-100,1,-98,1,9,0,-100,3
23,17,5,0,3,2,3,1,1,3,4,0,-100,1,-100,1,6,3,2,1,7,0,-100,2
-99,20,5,0,2,1,-100,1,1,5,1,7,-100,1,1,0,10,2,2,1,7,0,3,1
25,12,3,1,4,1,-100,1,1,4,11,0,-100,1,-100,2,1,2,2,1,6,0,-100,2
35,12,1,0,-100,1,3,2,2,4,11,-99,1,-100,1,-100,-100,-100,-100,2,-100,-100,-100,3
24,16,5,0,-100,2,2,1,1,1,4,1,1,-100,4,-100,-100,4,1,2,9,2,1,3
44,12,3,0,8,1,-100,3,16,5,4,0,1,1,3,8,2,6,2,2,9,0,-100,1
44,12,3,3,3,2,-100,1,1,-98,4,1,-98,-99,-99,3,-98,-98,2,2,-98,-99,-100,1
36,16,1,0,2,2,3,1,1,4,3,1,-100,1,-100,5,2,1,2,1,7,5,2,2
46,12,1,2,-100,1,3,2,2,5,1,7,-100,-100,1,-100,-100,-100,-100,2,-100,-100,-100,3
34,15,5,0,2,2,-100,2,2,4,11,-99,1,1,4,6,40,6,1,2,9,0,-100,1
19,14,5,0,8,1,-100,2,2,-98,1,0,2,1,1,4,1,-100,-100,-100,-100,-100,-100,1
51,16,3,1,2,2,-100,2,2,3,11,7,2,1,1,4,8,2,1,2,9,0,3,1
74,16,1,3,3,1,-100,2,2,3,1,5,-100,1,1,3,5,8,2,1,9,0,-100,1
53,16,1,0,2,1,3,1,1,3,2,2,-100,1,-100,2,4,1,2,2,7,4,-100,2
72,16,1,2,-100,1,3,1,1,4,10,2,-100,-100,3,-100,-100,2,2,1,8,0,-100,3
44,18,1,1,-100,1,3,3,4,4,7,2,1,-100,4,-100,-100,4,2,1,9,0,1,3
48,16,1,2,-100,1,3,3,8,4,1,8,-100,-100,1,-100,-100,2,2,2,9,0,-100,3
21,15,5,0,-100,2,3,1,1,3,4,1,1,-100,4,-100,-100,6,2,1,8,10,-100,3
44,16,1,1,8,2,3,1,1,3,1,5,-100,1,-100,4,20,8,2,3,-98,5,1,2
55,18,1,2,3,2,3,1,1,6,1,3,-100,1,-100,0,3,2,2,1,8,10,-100,2
50,16,1,4,-100,1,3,3,4,6,9,5,-100,-100,1,-100,-100,16,2,1,-98,0,1,3
47,18,1,2,8,2,3,3,4,4,7,2,-100,1,-100,1,7,1,2,2,6,0,1,2
26,17,5,0,7,2,-100,1,1,5,2,8,-100,2,1,0,2,2,2,2,9,1,3,1
54,20,3,2,-100,1,3,1,1,1,4,0,1,-100,4,-100,-100,4,2,1,9,2,1,3
36,16,1,3,2,1,-100,1,1,4,2,3,1,1,4,1,20,2,2,2,7,15,-100,1
-99,14,1,3,2,1,-100,1,1,2,1,2,-100,1,-100,3,4,-100,-100,-100,-100,-100,-100,2
26,12,5,1,-100,2,2,2,2,4,4,1,-100,-100,4,-100,-100,3,2,3,4,20,-100,3
33,13,1,2,4,1,-100,2,2,5,-99,2,-100,1,-100,6,3,3,2,4,7,2,-100,2
32,16,1,2,8,2,3,1,1,2,4,0,-100,1,-100,1,0,2,2,1,9,4,-100,2
54,18,3,2,-100,2,3,2,2,4,1,6,-100,-100,4,-100,-100,6,2,1,10,0,1,3
31,16,1,1,3,2,-100,2,2,4,1,5,1,1,4,1,40,10,2,1,9,5,2,1
20,12,5,0,8,1,-100,2,2,4,1,1,-100,1,-100,3,4,5,2,1,8,0,-100,2
64,19,1,3,-100,1,3,2,2,4,1,6,-100,-100,4,-100,-100,-100,-100,-100,-100,-100,2,3
33,15,-98,3,-100,2,3,3,3,4,1,5,1,-100,4,-100,-100,-100,-100,2,-100,-100,-100,3
23,12,5,0,8,2,3,2,2,4,4,2,-100,2,-100,2,0,-100,-100,1,-100,-100,2,2
37,14,1,7,-100,2,3,1,1,4,4,0,2,-100,4,-100,-100,-100,-100,1,-100,-100,3,3
26,13,5,8,2,1,-98,2,2,4,4,0,-100,1,-100,20,6,-97,2,1,7,0,-100,2
67,12,2,2,2,1,-100,1,1,5,2,0,1,1,4,3,20,-100,-100,-100,-100,-100,1,1
82,12,1,2,3,2,-100,1,1,5,1,3,1,1,1,3,0,-100,-100,-100,-100,-100,-100,1
42,13,3,2,-100,2,3,1,1,5,1,6,2,-100,1,-100,-100,7,2,2,8,0,3,3
60,13,3,2,3,2,-100,1,1,4,1,7,2,1,1,2,2,1,2,2,7,0,-100,1
66,12,3,1,-100,2,3,1,1,4,11,5,2,-100,3,-100,-100,-100,-100,-100,-100,-100,-100,3
51,17,2,4,8,2,-100,2,2,-98,2,8,-100,2,-100,6,18,-100,-100,-100,-100,-100,-100,2
39,19,1,2,2,1,-100,1,1,4,4,0,-100,1,-100,1,20,3,1,3,9,2,1,2
80,16,1,0,8,1,1,1,1,2,1,3,-100,1,-100,4,0,-100,-100,-100,-100,-100,1,2
75,16,1,2,-100,1,3,1,1,2,4,0,-100,-100,4,-100,-100,-100,-100,-100,-100,-100,-100,3
85,20,1,3,-100,1,-100,1,1,6,2,7,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,3
65,20,1,2,-100,2,3,1,1,6,1,4,-100,-100,-98,-100,-100,-98,-98,1,9,15,2,3
70,16,1,2,8,1,-100,1,1,1,2,3,-100,1,4,3,4,-100,-100,-100,-100,-100,1,1
32,20,1,0,-100,2,3,3,4,2,7,2,-100,-100,1,-100,-100,1,2,2,8,1,1,3
72,16,1,1,8,1,-100,1,1,2,2,5,-100,1,4,1,1,-100,-100,-100,-100,-100,2,1
41,19,5,2,8,2,3,2,2,4,1,1,-100,1,-100,2,9,12,2,2,8,5,-100,2
72,20,5,0,3,1,-100,1,1,3,3,6,2,1,1,0,3,-100,-100,-100,-100,-100,1,1
40,17,5,3,3,2,-100,2,2,4,-98,0,-100,1,4,4,10,4,2,3,8,0,-100,1
43,20,1,3,-100,2,3,1,1,3,4,0,1,-100,4,-100,-100,2,2,3,8,30,-100,3
69,16,3,3,-100,1,3,1,1,2,4,1,-100,-100,3,-100,-100,-100,-100,-100,-100,-100,-100,3
69,14,2,0,-100,2,3,1,1,2,4,0,-100,-100,1,-100,-100,-100,-100,-100,-100,-100,-100,3
30,14,5,0,-100,1,-99,1,1,3,4,0,-100,-100,4,-100,-100,6,2,1,8,0,-100,3
60,10,5,0,-100,1,3,1,1,4,-99,-99,-99,-100,1,-100,-100,-100,-100,-99,-100,-100,-100,3
26,12,5,0,2,2,-100,1,1,4,1,0,-100,1,-100,3,4,-100,-100,2,-100,-100,-100,2
35,12,5,0,2,1,-100,1,1,1,4,0,1,1,4,3,4,4,2,2,8,0,-100,1
61,13,1,0,3,1,-100,1,1,5,1,1,-100,1,-100,6,7,-100,-100,-100,-100,-100,-100,2
18,12,5,0,4,1,-100,2,2,2,1,1,1,1,4,1,3,2,2,2,9,0,-100,1
21,12,5,0,-100,2,-98,1,1,3,4,3,-100,-100,4,-100,-100,-100,-100,1,-100,-100,-100,3
78,14,2,1,2,1,-100,1,1,3,1,2,-100,1,4,8,1,-100,-100,-100,-100,-100,-100,1
27,16,5,0,2,1,-100,3,5,4,4,0,-100,1,3,0,30,6,1,2,6,0,-100,1
21,13,5,0,2,2,-100,2,2,4,9,5,-100,1,-100,2,6,10,2,2,1,20,1,2
21,12,5,0,2,1,-100,1,1,4,4,0,2,2,1,0,-100,4,2,3,8,0,3,1
22,12,5,0,4,1,-98,2,2,-98,1,4,-100,1,-100,10,3,-100,-100,1,-100,-100,-100,2
24,14,5,1,3,2,-100,2,2,4,1,2,-100,1,4,5,0,12,2,1,6,2,2,1
26,-99,5,0,2,1,-100,3,6,4,1,7,-100,1,1,6,35,5,2,3,7,0,-100,1
57,12,1,2,8,2,-100,1,1,6,2,3,-100,1,4,0,10,5,2,2,4,15,-100,1
50,16,3,1,2,1,-100,2,2,5,1,7,2,1,1,3,2,7,2,2,7,0,-100,1
75,13,3,2,8,1,-100,1,1,4,2,2,-100,1,4,3,2,6,2,2,9,0,1,1
-99,14,2,3,3,2,-100,3,15,-97,11,7,-100,2,-100,3,4,-100,-100,-100,-100,-100,-100,2
25,16,5,0,3,1,-100,1,1,6,2,3,-100,1,4,3,3,8,2,2,9,2,-100,1
65,13,3,3,3,1,-100,1,1,-99,2,0,2,1,3,4,0,-100,-100,-100,-100,-100,1,1
27,13,5,3,-100,2,3,1,1,3,1,0,-100,-100,4,-100,-100,4,2,3,7,30,2,3
64,12,5,0,2,1,-100,1,1,4,2,1,-100,1,-100,5,0,-100,-100,-100,-100,-100,-100,2
68,12,1,2,3,2,-100,1,1,3,2,0,-100,1,4,4,1,-100,-100,-100,-100,-100,-100,1
19,11,5,1,4,1,3,1,1,7,-99,0,-100,1,-100,0,-98,-100,-100,3,-100,-100,-100,2
39,13,3,3,8,2,-100,1,1,4,4,1,1,1,2,1,1,0,2,3,9,4,3,1
89,12,2,0,8,2,-100,1,1,4,2,0,2,1,-98,5,-100,-100,-100,-100,-100,-100,-100,1
32,12,1,0,-100,1,3,1,1,2,1,1,-100,-100,2,-100,-100,6,2,2,9,-98,-100,3
59,14,1,4,3,1,3,1,1,5,4,0,-100,1,-100,3,1,-100,-100,-100,-100,-100,1,2
51,20,3,3,-100,2,3,1,1,4,4,0,-100,-100,4,-100,-100,3,2,3,8,5,-100,3
56,6,5,2,5,2,3,1,1,4,1,2,-100,1,-100,3,1,-100,-100,-100,-100,-100,-100,2
20,12,5,1,3,2,-100,2,2,2,1,0,2,1,4,4,2,-100,-100,2,-100,-100,-100,1
63,12,5,0,-100,1,3,1,1,5,1,0,2,-100,3,-100,-100,18,2,1,8,0,3,3
