hours work per week,number of children,age,education,sex,race,religious preference,religious services frequency,abortion,ideal number of children,sex education,homosexual,own gun,tv hours per week,email hours per week,racial discrimination at work,days of poor mental health,sexual orientation,ballot,life now,confidence in government
-100,0,20,14,2,3,10,2,-100,3,1,4,2,6,3,-100,-100,-100,1,-100,2
-100,1,77,16,1,1,4,0,-97,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,2,54,19,1,1,4,0,1,8,1,4,1,2,4,2,10,-100,1,9,1
-100,0,36,19,2,1,2,6,1,2,1,4,2,2,10,2,10,-100,1,8,-100
-100,2,68,12,1,1,1,0,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,4,62,12,2,1,2,3,-100,8,1,-100,-100,2,5,2,2,3,2,9,1
-100,0,70,12,2,1,1,3,-100,2,1,-100,-100,3,2,2,0,-100,2,10,-100
-100,4,42,12,2,1,1,2,-100,8,1,-100,-100,4,1,-100,-100,3,2,-100,-100
38,3,46,14,2,1,1,2,-100,3,1,-100,-100,4,1,2,10,3,2,6,-100
-100,3,43,16,1,1,2,1,-100,-100,-100,4,1,-100,-100,2,1,3,3,9,-100
-100,1,27,12,2,1,1,0,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,3,40,12,1,-100,4,0,-100,-100,-100,-97,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,72,14,2,1,1,0,2,8,1,4,2,8,4,-100,-100,-100,1,-100,1
-100,0,31,12,1,1,4,0,-100,-100,-100,4,2,-100,-100,2,0,-98,3,6,-100
-100,0,22,14,1,1,11,0,-100,2,1,-100,-100,3,3,2,25,1,2,7,2
-100,2,68,14,1,1,1,1,-100,2,1,-100,-100,2,6,2,0,3,2,7,-100
-100,2,33,14,2,1,4,0,-100,8,1,4,2,12,2,-100,-100,-100,1,-100,3
-100,2,45,12,1,1,4,0,2,2,1,1,1,3,2,2,0,-100,1,9,-100
-100,8,65,13,1,1,11,1,2,-100,-100,2,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,36,14,1,1,4,2,1,-100,-100,4,2,-100,-100,2,0,3,3,8,3
-100,3,55,12,1,1,1,2,-100,3,2,-100,-100,0,0,2,30,3,2,7,-100
-100,2,42,15,2,1,1,4,-100,2,1,-100,-100,3,1,-100,-100,-100,2,-100,-100
-100,2,46,12,1,1,4,0,-100,2,1,4,2,2,1,2,2,-100,1,5,-100
-100,2,60,12,1,1,2,6,-100,-100,-100,1,1,-100,-100,2,0,3,3,9,-100
-100,1,69,16,1,1,4,0,-100,2,1,-100,-100,4,1,-100,-100,-100,2,-100,1
-100,3,78,12,1,1,1,0,-100,8,1,4,2,2,0,2,0,-100,1,9,-100
40,3,48,14,2,1,1,3,2,-100,-100,1,2,-100,-100,2,30,3,3,8,3
-100,2,57,12,1,1,1,8,-100,-100,-100,1,3,-100,-100,2,0,3,3,-98,3
-100,4,39,14,1,1,4,1,-100,4,1,4,1,5,1,2,5,-100,1,8,2
-100,1,68,13,2,1,1,2,-100,8,1,-100,-100,3,3,2,1,-100,2,10,1
-100,0,30,12,1,1,11,7,-100,3,1,4,1,2,1,2,0,-100,1,9,-100
-100,0,23,10,1,1,4,0,-100,8,1,4,1,9,4,-100,-100,-100,1,-100,2
-100,0,35,14,1,1,4,0,1,2,1,4,1,1,35,2,20,-100,1,7,-100
-100,2,87,14,2,1,1,2,-100,2,2,-100,-100,2,0,-100,-100,-100,2,-100,2
-100,2,68,13,2,1,1,5,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
-100,2,34,14,2,1,4,0,2,-100,-100,4,1,-100,-100,2,0,3,3,-98,2
-100,5,40,18,2,1,1,5,-100,2,1,4,2,2,12,2,3,-100,1,9,2
-100,0,23,15,2,1,1,1,-100,3,1,-100,-100,4,2,-100,-100,3,2,-100,3
-100,4,42,10,1,1,4,0,-100,2,-98,-100,-100,3,2,-100,-100,-100,2,-100,-100
-100,0,25,15,2,1,4,0,1,0,1,4,2,2,40,2,6,-100,1,9,2
-100,2,61,12,2,1,1,7,2,-100,-100,1,1,-100,-100,2,5,3,3,8,-100
-100,3,73,16,2,1,2,1,2,-100,-100,2,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,42,17,1,1,1,6,-100,8,1,-100,-100,2,5,2,0,-100,2,10,1
-100,1,51,16,2,1,4,0,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,2,61,17,2,1,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,75,12,2,1,2,7,2,-100,-100,4,1,-100,-100,2,0,3,3,10,-100
-100,2,75,12,2,1,1,0,-100,2,1,-100,-100,3,0,-100,-100,-100,2,-100,1
-100,2,66,12,2,1,4,0,-100,2,1,4,2,2,0,-100,-100,-100,1,-100,1
-100,0,60,10,2,1,1,0,-100,2,1,-100,-100,4,0,2,0,3,2,8,2
-100,1,26,12,1,1,4,2,-98,-100,-100,-98,2,-100,-100,1,0,-98,3,9,-100
-100,0,19,12,1,1,2,7,2,2,1,3,2,5,0,2,10,-100,1,9,-100
21,1,39,13,2,2,1,0,-100,8,1,-100,-100,6,0,2,5,3,2,4,2
-100,0,42,12,1,1,1,7,1,5,1,1,2,4,0,-100,-100,-100,1,-100,1
-100,1,80,12,2,1,1,0,-100,2,1,-100,-100,3,-100,-100,-100,3,2,-100,-100
-100,3,79,10,1,1,2,0,-100,3,2,-100,-100,8,1,-100,-100,-100,2,-100,-100
-100,2,39,16,2,1,11,6,2,2,1,1,2,1,0,-100,-100,-100,1,-100,1
-100,2,70,14,2,1,1,7,-100,2,2,1,2,1,8,-100,-100,-100,1,-100,-100
-100,0,75,12,1,1,4,0,-100,2,1,-100,-100,0,8,-100,-100,3,2,-100,1
-100,2,40,16,2,1,4,0,-100,8,1,-100,-100,2,45,2,3,3,2,8,-100
-100,2,60,11,2,1,1,3,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,72,13,1,1,1,3,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,20,12,1,1,4,0,-100,2,1,-100,-100,0,3,2,12,2,2,7,1
-100,1,84,19,2,1,1,7,-100,8,1,-100,-100,1,2,-100,-100,-100,2,-100,-100
-100,1,64,15,2,1,1,7,2,8,1,1,2,2,2,-100,-100,-100,1,-100,2
-100,0,48,12,2,1,4,0,-100,-100,-100,4,2,-100,-100,2,2,3,3,9,-100
-100,0,84,13,1,1,1,0,2,-100,-100,3,1,-100,-100,-100,-100,3,3,-100,-100
-100,3,77,11,1,1,1,7,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,67,16,2,1,1,5,-100,8,1,-100,-100,3,6,-100,-100,-100,2,-100,-100
-100,2,53,12,2,1,1,5,2,3,1,2,2,2,8,2,1,-100,1,8,2
-100,4,40,16,1,1,2,8,-100,3,1,1,3,0,2,2,2,-100,1,9,-100
-100,1,37,12,2,1,5,1,-100,-100,-100,4,2,-100,-100,2,2,3,3,10,1
-100,4,59,12,2,1,2,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,63,12,1,1,1,8,-100,8,2,-100,-100,1,1,2,0,-100,2,10,2
-100,1,49,16,2,1,1,1,-100,8,2,-100,-100,1,2,2,0,3,2,8,2
-100,2,57,11,1,1,1,0,-100,3,1,4,2,1,1,-100,-100,-100,1,-100,3
-100,3,30,16,2,1,1,1,2,-100,-100,4,2,-100,-100,2,5,3,3,7,-100
-100,1,61,16,2,1,1,3,-100,2,1,-100,-100,0,20,2,4,-100,2,9,2
40,0,21,15,2,1,1,2,-100,8,1,4,2,0,1,2,10,-100,1,9,-100
-100,0,23,11,1,1,4,0,-100,8,1,4,2,1,60,-100,-100,-100,1,-100,1
-100,0,71,12,1,1,1,1,-100,3,1,-100,-100,5,-100,-100,-100,-100,2,-100,-100
-100,1,74,18,1,1,11,7,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,42,12,2,1,1,3,-100,3,1,-100,-100,3,40,2,0,3,2,8,-100
-100,2,58,16,2,2,1,2,1,8,1,4,2,8,5,-100,-100,-100,1,-100,-100
-100,3,51,12,1,1,2,2,-100,3,2,-100,-100,3,0,-100,-100,3,2,-100,3
-100,1,66,12,1,1,1,7,1,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,0,59,12,2,1,4,0,-97,-100,-100,4,1,-100,-100,2,0,1,3,9,-100
-100,0,20,12,2,1,4,6,1,-100,-100,4,1,-100,-100,2,15,2,3,6,-100
-100,0,88,12,1,1,4,0,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,5,58,12,1,1,1,3,1,-100,-100,4,2,-100,-100,2,0,3,3,10,1
-100,2,60,13,2,1,4,0,-100,8,1,4,2,4,2,2,0,-100,1,-98,2
-100,4,51,12,2,1,4,3,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,1
50,0,27,18,2,1,2,2,-100,8,1,-100,-100,2,7,2,3,-100,2,9,-100
-100,0,23,13,1,3,4,1,1,-100,-100,4,1,-100,-100,-99,-99,-99,3,-99,-100
-100,3,45,14,1,1,11,4,-100,2,1,-100,-100,1,1,2,1,-100,2,6,-100
-100,2,59,16,1,1,4,0,-100,3,1,-100,-100,3,2,2,2,-100,2,5,2
-100,2,61,12,1,1,2,0,-100,2,1,-100,-100,8,1,-100,-100,3,2,-100,1
-100,2,83,12,1,1,2,8,-100,3,2,-100,-100,4,0,-100,-100,3,2,-100,2
-100,4,86,12,2,1,2,7,2,-100,-100,-99,2,-100,-100,-100,-100,3,3,-100,1
-100,2,42,16,2,1,2,2,1,-100,-100,4,2,-100,-100,2,0,3,3,6,1
-100,3,80,8,2,1,1,1,-100,2,1,-100,-100,4,0,-100,-100,-100,2,-100,-100
-100,1,31,16,1,1,1,4,-100,2,1,4,1,1,1,2,10,-100,1,9,-100
-100,7,48,16,1,2,1,8,-100,8,2,1,2,0,0,2,0,-100,1,-98,-100
50,1,50,18,2,1,1,5,-100,4,1,-100,-100,2,1,2,5,3,2,8,1
-100,1,41,12,2,1,2,2,-100,2,1,-100,-100,3,2,2,20,3,2,6,-100
-100,1,60,12,2,1,1,2,-100,2,1,-98,2,5,1,-100,-100,-100,1,-100,-97
-100,4,67,15,2,1,1,1,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,30,12,1,1,1,1,1,2,1,4,2,4,0,2,0,-100,1,8,2
-100,1,43,18,2,1,5,0,-100,8,1,4,2,2,0,2,0,-100,1,9,-100
-100,0,67,16,2,1,1,3,-100,2,1,4,1,2,2,-100,-100,-100,1,-100,-100
-100,2,29,12,1,1,1,5,-100,8,1,2,1,0,0,2,0,-100,1,9,-100
-100,4,75,10,1,1,1,7,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
52,0,42,16,2,1,4,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,1
-100,3,42,12,2,1,4,1,2,8,1,4,1,3,40,2,0,-100,1,10,-100
-100,3,45,14,2,1,1,0,-100,-100,-100,4,2,-100,-100,2,30,3,3,5,2
-100,3,49,16,2,1,2,8,2,3,1,1,2,2,2,2,0,-100,1,10,-100
-100,3,52,16,2,1,1,5,1,3,1,4,1,6,30,2,0,-100,1,9,2
-100,3,66,14,2,1,2,7,-100,3,1,1,1,8,0,-100,-100,-100,1,-100,-100
-100,1,-99,17,2,1,4,2,-100,2,1,-100,-100,3,0,2,15,3,2,8,-100
-100,2,48,17,2,1,2,3,-100,2,1,1,2,2,0,2,0,-100,1,9,3
-100,3,45,12,2,1,4,0,2,8,1,4,2,2,1,-100,-100,-100,1,-100,-100
-100,1,32,12,1,1,1,5,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,2,51,-99,1,2,4,1,-100,8,1,-100,-100,3,3,-100,-100,-100,2,-100,-100
-100,0,64,12,2,1,1,6,1,8,2,1,2,1,3,2,0,-100,1,6,-100
-100,5,73,12,2,1,1,0,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,-100
-100,1,34,10,1,1,4,0,-100,2,1,-100,-100,3,1,2,30,3,2,6,-100
-100,0,31,17,1,1,1,2,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,-100
-100,0,19,12,1,2,2,3,1,-100,-100,4,2,-100,-100,2,0,3,3,9,-100
-100,4,39,16,2,1,1,7,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,2,30,12,1,1,1,7,-100,2,1,-100,-100,2,2,2,7,-100,2,-100,-100
-100,2,60,12,2,1,2,7,2,-100,1,2,2,2,0,-100,-100,-100,1,-100,-100
-100,1,-99,15,2,1,1,4,2,-100,-100,-97,1,-100,-100,2,5,3,3,5,2
-100,0,59,18,2,1,2,1,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,1
-100,1,-99,12,2,1,4,1,1,8,1,4,2,1,1,2,1,-100,1,9,-100
-100,4,44,11,2,1,4,0,-100,-100,-100,4,2,-100,-100,2,20,3,3,7,1
-100,1,28,14,2,1,2,2,-100,2,1,4,2,4,40,2,5,-100,1,8,-100
-100,0,41,14,1,1,3,3,-100,-100,-100,3,2,-100,-100,2,0,3,3,7,3
-100,2,53,12,2,1,1,3,1,8,1,4,2,5,80,2,2,-100,1,9,-100
-100,2,69,16,1,1,6,1,-100,-100,-100,4,2,-100,-100,2,1,3,3,10,1
-100,1,48,9,1,1,1,8,-100,-100,-100,1,1,-100,-100,2,0,3,3,9,3
-100,5,68,16,2,1,1,6,1,8,1,4,1,2,0,-100,-100,-100,1,-100,1
-100,1,54,12,2,1,1,0,-100,-100,-100,-98,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,28,13,1,1,1,7,-100,-100,-100,4,2,-100,-100,-100,-100,-100,3,-100,-100
-100,2,40,18,2,1,2,4,-100,-100,-100,4,2,-100,-100,2,0,3,3,-98,2
-100,6,78,15,2,1,2,7,-100,2,1,-100,-100,3,7,-100,-100,-100,2,-100,-100
-100,1,81,18,2,1,2,2,1,-100,-100,4,2,-100,-100,-100,-100,-97,3,-100,-100
-100,0,33,16,1,1,9,5,-100,2,1,4,2,0,10,2,0,-100,1,9,-100
-100,2,35,12,2,3,1,5,-100,8,1,-100,-100,4,40,2,14,-100,2,8,-100
-100,3,60,12,2,1,1,0,-100,3,2,3,2,4,1,2,30,-100,1,9,-100
-100,2,52,14,2,1,1,2,-100,3,1,-100,-100,2,12,-100,-100,-100,2,-100,1
-100,0,23,14,1,1,1,7,-100,3,2,2,1,0,1,2,5,-100,1,8,-100
-100,4,48,13,1,1,1,0,1,2,1,4,1,1,1,2,2,-100,1,9,2
-100,5,51,12,1,1,1,2,2,-100,-100,4,1,-100,-100,2,0,3,3,9,-100
-100,2,55,15,2,1,1,7,2,8,2,1,1,1,1,2,0,-100,1,7,3
-100,2,46,14,2,1,1,2,-100,2,1,4,2,1,40,2,2,-100,1,6,2
-100,3,79,16,2,1,2,7,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,38,12,1,1,2,1,1,-100,-100,4,1,-100,-100,2,20,3,3,8,-100
-100,3,32,12,2,1,4,2,2,3,1,2,1,-97,19,2,0,-100,1,7,-100
-100,1,-99,12,2,1,4,0,-100,-100,-100,4,2,-100,-100,2,-97,-97,3,-97,-100
40,3,36,18,2,1,4,0,-100,2,1,-100,-100,0,1,2,10,-100,2,7,1
-100,2,65,20,1,3,1,7,1,-100,-100,4,1,-100,-100,2,0,3,3,-98,1
-100,0,26,15,2,1,1,2,-100,8,1,-100,-100,2,0,2,10,3,2,10,-100
-100,0,34,20,2,1,1,1,-100,8,1,-100,-100,4,10,2,5,-100,2,7,-100
-100,3,60,12,1,1,1,0,-100,5,1,-100,-100,6,2,2,0,3,2,9,-100
-100,3,-99,13,2,1,1,7,-100,2,1,-100,-100,5,1,-100,-100,-100,2,-100,-100
-100,4,66,12,2,1,2,7,-100,4,1,1,1,3,1,-100,-100,-100,1,-100,-100
-100,0,21,14,2,3,4,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,3
-100,0,18,11,2,1,1,2,-100,4,1,-100,-100,5,0,2,30,3,2,5,-100
-100,3,65,12,1,2,1,2,-100,3,1,-100,-100,6,-100,-100,-100,3,2,-100,-100
-100,4,51,10,2,1,4,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,73,16,2,1,1,0,2,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,3,67,12,2,3,1,4,-98,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,44,12,1,3,4,0,-100,2,1,-100,-100,0,1,-100,-100,3,2,-100,-100
-100,0,19,10,1,1,2,0,2,-100,-100,4,1,-100,-100,2,0,3,3,7,-100
6,1,33,14,1,2,2,2,2,-100,-100,1,2,-100,-100,1,10,3,3,8,2
-100,2,77,14,2,1,1,0,-100,2,1,-100,-100,4,7,-100,-100,-100,2,-100,2
-100,1,66,16,1,1,1,1,1,-100,-100,3,1,-100,-100,-100,-100,3,3,-100,3
-100,1,55,16,1,1,1,3,-100,-100,-100,1,1,-100,-100,2,0,3,3,8,3
-100,3,72,15,1,1,4,3,-100,3,1,4,2,0,10,-100,-100,-100,1,-100,1
-100,4,89,12,2,1,1,6,-100,3,2,1,2,6,1,-100,-100,-100,1,-100,1
-100,0,32,12,1,1,4,0,-100,8,1,4,1,2,0,2,7,-100,1,8,-100
-100,3,86,16,1,1,1,7,-100,8,1,-100,-100,3,7,-100,-100,-100,2,-100,1
-100,6,58,12,2,1,2,7,-100,8,1,-100,-100,3,2,-100,-100,3,2,-100,-100
-100,0,60,12,1,1,1,0,-100,6,1,-98,2,7,1,2,0,-100,1,6,-100
-100,5,30,12,2,1,1,0,-100,3,1,4,2,0,0,-100,-100,-100,1,-100,2
-100,3,61,19,2,1,1,6,2,2,1,2,1,2,10,-100,-100,-100,1,-100,-100
-100,2,61,16,1,1,1,2,-100,-100,-100,3,1,-100,-100,2,0,3,3,9,1
40,3,30,16,2,1,2,2,1,-100,-100,4,1,-100,-100,2,2,3,3,8,-100
-100,4,32,12,2,1,1,8,-100,3,2,1,1,4,1,-100,-100,-100,1,-100,-100
-100,0,18,9,1,3,2,2,-100,-100,-100,1,1,-100,-100,2,0,-98,3,8,-100
-100,3,63,8,1,1,1,2,-100,3,2,-100,-100,3,0,2,0,3,2,-98,-100
-100,2,21,12,2,1,4,0,2,4,1,3,2,0,0,-100,-100,-100,1,-100,-100
-100,5,70,13,1,1,1,8,-100,2,1,1,1,8,2,-100,-100,-100,1,-100,-100
-100,0,22,11,1,1,13,3,2,3,1,1,2,0,5,2,30,-100,1,4,-100
-100,1,36,12,1,1,4,0,-100,3,1,-100,-100,3,5,2,0,-100,2,8,-100
-100,5,61,10,2,1,2,7,2,-100,-100,4,3,-100,-100,-100,-100,3,3,-100,-100
-100,5,50,14,2,1,11,0,-100,-100,1,-100,-100,2,0,-100,-100,-100,2,-100,-100
-100,4,41,11,2,3,1,5,-100,4,1,1,2,6,0,-100,-100,-100,1,-100,-100
-100,1,49,12,1,1,1,5,-100,-100,-100,1,1,-100,-100,2,15,3,3,8,-100
-100,0,26,15,1,1,2,0,-100,4,1,-100,-100,0,1,2,0,-100,2,7,-100
-100,1,47,11,1,3,2,5,-100,3,1,1,2,1,0,2,5,-100,1,8,-100
-100,3,49,9,1,1,2,3,-100,3,1,-100,-100,1,1,2,0,-98,2,7,-100
-100,3,44,13,1,1,2,8,2,-100,-100,1,2,-100,-100,2,0,3,3,8,-100
-100,1,31,12,2,1,2,3,2,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,2,54,12,2,1,4,0,-100,4,1,1,1,2,0,2,0,-100,1,6,-100
-100,0,65,12,1,1,5,2,-100,2,1,-100,-100,18,0,-100,-100,3,2,-100,2
-100,7,57,9,2,1,1,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,53,5,2,1,1,6,-100,4,1,-100,-100,1,0,-100,-100,3,2,-100,-100
-100,2,42,13,2,1,2,2,-100,4,1,-100,-100,3,10,2,0,3,2,9,3
-100,5,32,8,2,3,2,3,2,-100,-100,1,2,-100,-100,1,0,1,3,4,-100
-100,1,65,15,1,1,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,29,14,2,1,11,8,-100,2,1,1,2,0,1,2,20,-100,1,9,-100
-100,4,57,12,1,1,1,3,1,2,1,4,1,8,1,2,0,-100,1,8,-100
-100,1,34,16,1,1,2,0,2,-100,-100,2,2,-100,-100,1,10,3,3,4,-100
-100,2,30,13,2,1,4,0,-100,2,1,-100,-100,15,0,2,0,-100,2,8,1
-100,2,41,15,2,1,2,1,-100,2,1,4,2,3,2,2,0,-100,1,9,-100
-100,2,32,9,2,3,11,0,1,1,1,4,2,8,-100,-100,-100,-100,1,-100,-100
-100,3,54,14,2,1,2,0,-100,3,1,4,2,4,0,2,0,-100,1,10,-100
-100,2,25,13,2,3,2,7,-100,-100,-100,1,2,-100,-100,2,3,3,3,9,2
-100,6,54,12,2,1,1,0,2,2,1,1,1,3,2,-100,-100,-100,1,-100,-100
-100,2,58,6,2,2,1,0,1,-100,-100,1,1,-100,-100,1,0,3,3,8,3
-100,0,19,12,2,1,2,1,1,2,1,4,1,2,24,2,25,-100,1,7,-100
-100,1,45,13,1,3,2,1,-100,3,1,-100,-100,3,-100,2,0,-100,2,5,-100
-100,0,22,14,1,3,4,0,-100,2,1,3,1,3,1,2,0,-100,1,10,-100
-100,1,27,12,2,1,4,0,-100,3,1,-100,-100,3,12,2,20,3,2,8,-100
-100,0,64,16,2,3,2,4,-100,3,1,4,2,6,4,-100,-100,-100,1,-100,-100
-100,3,49,13,2,2,1,8,-100,3,1,1,1,3,2,2,0,-100,1,8,2
-100,2,60,20,1,3,2,3,-100,3,1,3,1,3,3,2,0,-100,1,10,1
-100,2,31,12,2,1,4,7,1,2,1,4,1,2,0,2,7,-100,1,9,-100
-100,4,69,14,1,1,2,3,2,8,1,1,1,10,-100,-100,-100,-100,1,-100,-100
-100,2,39,14,2,1,4,4,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,3,78,14,1,3,2,8,-100,2,1,2,2,4,0,-100,-100,-100,1,-100,1
-100,5,47,9,1,1,11,3,-100,4,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
-100,0,19,12,2,-100,11,8,-100,8,1,4,2,4,1,-100,-100,-100,1,-100,2
-100,2,37,13,2,1,2,8,-100,4,2,-100,-100,2,1,2,0,-100,2,-98,2
-100,1,26,12,2,1,5,3,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,51,12,2,2,1,2,-100,-100,-100,1,1,-100,-100,2,7,3,3,9,-100
-100,1,44,8,1,3,2,5,2,-100,-100,1,2,-100,-100,2,0,3,3,5,-100
-100,2,-99,1,2,1,2,2,-100,-100,-100,4,2,-100,-100,-100,-100,-100,3,-100,-100
-100,0,19,12,2,2,11,5,1,8,1,4,2,4,0,2,1,-100,1,8,-100
-100,3,71,14,2,2,4,8,-100,8,1,-100,-100,6,0,2,0,-100,2,-98,-100
-100,0,40,12,1,1,1,5,1,-100,-100,4,2,-100,-100,2,0,3,3,10,-100
-100,0,19,12,2,3,1,0,-100,8,1,4,2,2,4,-100,-100,-100,1,-100,-100
-100,0,23,15,1,1,1,0,1,3,1,4,1,1,1,2,0,-100,1,8,-100
-100,0,23,16,1,1,1,7,2,-100,-100,-98,1,-100,-100,2,1,3,3,9,-100
-100,1,34,12,2,3,2,2,2,-100,-100,1,2,-100,-100,2,0,-100,3,10,-100
-100,0,-99,19,2,1,4,1,-100,-100,-100,4,-97,-100,-100,2,-97,3,3,10,-100
-100,2,31,14,2,2,4,2,-100,2,2,-100,-100,6,7,-100,-100,3,2,-100,-100
-100,2,43,16,1,1,1,5,-100,-100,-100,4,1,-100,-100,2,1,3,3,9,-100
-100,2,72,16,2,3,1,3,-100,2,1,-100,-100,5,1,-100,-100,-100,2,-100,-100
-100,0,64,12,2,1,1,2,2,-100,-100,1,3,-100,-100,-100,-100,3,3,-100,-100
-100,0,18,12,2,2,4,0,1,2,1,4,2,0,-100,-100,-100,-100,1,-100,-100
-100,2,88,18,2,1,1,6,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,70,16,2,1,1,7,-100,3,1,1,1,1,5,2,5,-100,1,8,-100
-100,3,46,16,2,1,1,5,-100,3,2,-100,-100,1,0,-100,-100,3,2,-100,-100
-100,1,76,12,2,1,3,0,-100,2,1,-100,-100,6,7,-100,-100,-100,2,-100,1
-100,1,80,17,1,1,1,7,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,39,16,2,1,2,4,-100,-100,-100,4,1,-100,-100,2,2,3,3,8,-100
-100,1,56,12,2,1,1,1,-100,2,1,4,1,2,5,2,1,-100,1,7,-100
-100,4,84,19,1,1,1,7,2,3,1,3,3,8,0,-100,-100,-100,1,-100,2
-100,4,54,17,2,1,4,0,-100,2,1,-100,-100,3,0,-100,-100,-100,2,-100,1
-100,5,60,14,2,1,4,0,-100,3,1,-100,-100,5,3,-100,-100,-100,2,-100,2
-100,2,58,14,1,1,1,7,2,5,2,4,1,3,20,2,0,-100,1,10,3
-100,1,32,12,2,2,4,-97,-100,2,1,4,2,20,20,-100,-100,-100,1,-100,3
40,0,26,16,1,1,4,0,-100,2,1,-100,-100,3,1,2,8,3,2,8,2
-100,1,35,17,1,1,4,0,1,8,1,4,1,0,1,2,2,-100,1,8,1
-100,4,78,18,1,1,1,5,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,4,77,14,2,1,2,8,-100,8,2,-100,-100,2,2,-100,-100,-100,2,-100,-100
-100,2,65,12,1,1,4,0,-100,2,1,4,2,5,-100,-100,-100,-100,1,-100,-100
-100,3,69,14,1,1,1,2,2,3,1,3,2,6,0,-100,-100,-100,1,-100,2
-100,0,26,11,1,1,2,0,-100,3,1,4,2,6,0,2,6,-100,1,8,-100
-100,0,72,11,1,1,4,0,-100,2,1,-100,-100,5,0,-100,-100,-98,2,-100,-100
-100,0,30,14,1,3,4,4,-100,3,1,-100,-100,1,0,2,0,-100,2,8,-100
-100,0,30,12,1,1,1,1,2,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,3
-100,2,55,11,1,2,1,0,-100,2,1,-100,-100,0,1,2,2,-100,2,8,-100
-100,0,76,19,1,1,1,7,-100,3,1,-100,-100,4,6,-100,-100,-100,2,-100,1
-100,2,69,12,1,1,1,6,2,2,1,1,2,2,1,-100,-100,-100,1,-100,-100
-100,0,40,12,1,1,2,3,-100,-100,-100,2,1,-100,-100,2,0,-98,3,8,1
-100,0,26,12,2,3,2,0,-100,2,1,-100,-100,5,0,2,0,-100,2,8,-100
-100,0,19,13,1,3,4,2,-100,2,1,-100,-100,1,1,2,1,2,2,10,-100
-100,3,65,13,1,1,1,7,-100,2,1,-100,-100,2,1,-100,-100,-100,2,-100,2
-100,2,71,15,2,1,5,0,-100,2,1,-100,-100,4,-100,-100,-100,1,2,-100,-100
-100,3,67,11,2,2,3,0,-100,-100,-100,1,2,-100,-100,-100,-100,-98,3,-100,-100
-100,2,57,18,2,1,1,7,-100,3,1,-100,-100,1,30,2,0,-100,2,8,-100
-100,0,28,12,2,3,2,6,-100,2,1,4,2,2,7,2,5,-100,1,8,-100
-100,0,42,12,1,1,1,2,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,-100
-100,0,67,20,2,1,1,2,-100,3,1,-100,-100,4,5,2,0,-100,2,9,-100
-100,1,69,20,2,1,4,0,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,1
