hours work per week,number of children,age,education,sex,race,religious preference,religious services frequency,abortion,ideal number of children,sex education,homosexual,own gun,tv hours per week,email hours per week,racial discrimination at work,days of poor mental health,sexual orientation,ballot,life now,confidence in government
-100,0,21,15,1,1,1,6,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,-100,43,20,2,1,2,4,-100,2,1,-100,-100,-99,-99,2,-98,-100,2,8,-100
-100,2,62,16,1,1,1,3,-100,8,2,-100,-100,3,15,2,0,-100,2,10,-100
-100,4,40,15,1,1,2,3,-100,8,1,4,1,1,10,2,0,-100,1,8,1
-100,1,37,19,1,1,1,6,2,-100,-100,1,1,-100,-100,2,2,3,3,8,-100
-100,1,68,16,1,1,1,3,-100,2,1,-100,-100,10,2,-100,-100,-100,2,-100,-100
-100,1,39,16,1,1,1,3,-100,-100,-100,1,2,-100,-100,2,10,3,3,10,-100
-100,2,42,16,2,-100,4,1,-100,2,1,4,1,1,8,2,5,-100,1,8,2
-100,4,37,20,2,3,2,6,1,-100,-100,4,2,-100,-100,2,5,3,3,9,-100
-100,0,61,14,2,1,2,0,-100,2,1,-100,-100,4,30,2,0,-100,2,10,-100
-100,2,69,20,2,3,1,7,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,71,19,2,1,2,3,2,-100,-100,4,2,-100,-100,2,0,3,3,7,-100
-100,2,73,17,2,1,2,2,-100,8,1,-100,-100,8,7,-100,-100,3,2,-100,-100
-100,4,64,16,1,1,1,7,2,-100,-100,1,1,-100,-100,2,10,3,3,9,3
-100,1,70,16,1,1,1,4,-100,2,2,-100,-100,6,1,2,0,-100,2,9,-100
-100,1,70,16,1,1,1,7,-100,2,1,-100,-100,6,15,-100,-100,3,2,-100,-100
-100,4,55,17,2,1,2,7,2,-100,-100,1,2,-100,-100,2,0,3,3,-98,-100
-100,0,69,6,1,1,1,5,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,50,16,1,1,1,2,-100,3,1,-100,-100,2,1,2,0,-100,2,10,-100
-100,3,41,12,1,1,1,7,-100,3,1,1,1,1,0,2,0,-100,1,10,-100
-100,2,77,11,2,1,1,1,-100,2,1,-100,-100,7,2,-100,-100,3,2,-100,-100
-100,1,56,18,2,1,4,0,1,-100,-100,4,2,-100,-100,2,1,3,3,9,2
-100,0,56,20,1,1,1,0,2,3,1,1,-98,3,0,2,0,-100,1,8,-100
-100,3,19,13,2,2,4,0,-100,0,2,4,2,0,0,-100,-100,-100,1,-100,-100
-100,2,40,13,1,2,11,7,-100,8,1,1,2,1,30,1,0,-100,1,9,1
-100,4,41,14,1,3,4,0,-100,8,1,-98,1,4,2,2,0,-100,1,9,-100
-100,1,72,18,2,2,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,20,12,2,1,4,2,-100,-100,-100,4,-98,-100,-100,-100,-100,3,3,-100,-100
-100,2,54,16,1,1,1,0,2,-100,-100,3,2,-100,-100,2,0,3,3,8,-100
-100,0,33,12,2,1,4,0,2,3,1,4,1,3,2,2,15,-100,1,7,-100
-100,0,40,16,2,1,1,6,-100,2,2,-100,-100,4,10,2,-97,-100,2,8,-100
-100,3,-99,14,-99,1,2,3,2,3,2,1,1,4,-99,-100,-100,-100,1,-100,-100
-100,2,-99,13,1,1,1,8,-99,-100,-100,1,3,-100,-100,-100,-100,3,3,-100,-100
-100,3,70,5,2,3,7,2,-100,2,1,-100,-100,3,0,-100,-100,-100,2,-100,1
-100,1,32,12,2,2,11,3,-100,8,2,-100,-100,0,3,-100,-100,-100,2,-100,3
-100,2,-99,12,2,3,1,7,-100,8,1,4,2,5,1,1,5,-100,1,9,2
-100,0,18,12,2,1,4,2,-100,3,1,-100,-100,3,1,-100,-100,-100,2,-100,-100
-100,3,54,18,2,1,1,7,2,8,1,1,1,1,2,2,0,-100,1,10,-100
-100,2,65,12,1,1,2,2,-100,-100,-100,4,1,-100,-100,2,-99,-100,3,8,-100
-100,0,66,12,2,1,4,0,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,3
-100,0,54,16,2,1,5,0,-100,4,1,-100,-100,8,0,-100,-100,3,2,-100,3
-100,2,47,10,2,1,4,1,-100,2,1,4,2,1,25,2,15,-100,1,6,-100
-100,0,40,12,2,3,11,2,2,5,1,4,2,0,18,1,5,-100,1,8,-100
-100,2,32,16,2,1,11,2,-100,-100,1,-100,-100,1,6,2,0,-100,2,10,-100
-100,3,67,12,2,2,1,8,-100,2,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
-100,2,61,12,1,1,4,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,10,-100
-100,5,84,10,1,1,2,7,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,2,39,19,2,3,4,2,-100,8,1,4,2,2,3,1,0,-100,1,9,-100
-100,3,28,11,1,1,4,0,-100,8,1,4,1,2,4,2,4,-100,1,6,2
-100,2,60,16,1,1,2,2,2,2,1,3,1,3,25,2,0,-100,1,8,-100
-100,2,68,12,2,1,1,4,-100,2,1,4,2,4,25,2,5,-100,1,7,3
-100,4,64,12,2,1,1,7,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,3
-100,1,57,12,1,3,1,3,2,1,1,1,1,20,0,2,0,-100,1,4,-100
-100,2,48,13,2,1,1,6,2,-100,-100,3,1,-100,-100,-100,-100,-100,3,-100,-100
-100,2,69,12,2,1,1,0,-100,-100,-100,4,1,-100,-100,2,0,3,3,-98,-100
-100,2,55,13,1,1,1,0,2,-100,-100,1,3,-100,-100,-100,-100,3,3,-100,-100
-100,2,60,16,1,1,1,8,2,-100,-100,4,2,-100,-100,2,0,3,3,9,3
-100,3,79,14,1,1,6,1,1,-100,-100,3,2,-100,-100,-100,-100,2,3,-100,1
-100,3,41,20,1,1,4,0,-100,2,1,4,2,1,14,2,10,-100,1,7,-100
-100,1,61,18,2,1,4,0,-100,2,1,-100,-100,3,30,2,7,-100,2,5,1
-100,4,84,13,2,1,4,0,1,8,1,4,2,3,1,-100,-100,-100,1,-100,-100
-100,1,-99,13,2,1,1,7,-100,-100,-100,1,3,-100,-100,-100,-100,3,3,-100,-100
-100,0,28,14,1,1,4,0,-100,-100,-100,4,2,-100,-100,2,12,3,3,8,2
-100,0,42,14,1,1,4,0,1,0,1,4,2,1,3,2,0,-100,1,6,-100
-100,0,36,15,1,1,4,1,-100,-100,1,-100,-100,2,25,2,12,1,2,8,1
-100,1,62,17,2,1,3,3,-100,2,1,4,2,6,30,-100,-100,-100,1,-100,1
-100,3,60,14,1,1,2,4,-100,3,1,4,2,2,0,2,0,-100,1,9,2
-100,1,59,19,2,1,4,1,-100,2,1,-100,-100,2,1,2,5,-100,2,9,-100
-100,0,22,16,2,1,4,0,-100,8,1,4,2,1,8,2,20,-100,1,7,-100
-100,2,69,16,1,1,3,2,-100,2,1,-100,-100,10,10,2,2,-100,2,9,-100
-100,2,72,13,1,1,2,6,-100,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,2
-100,2,76,12,1,1,2,1,-100,3,1,-100,-100,3,3,-100,-100,3,2,-100,-100
-100,0,22,15,1,1,1,2,-100,8,1,-100,-100,2,3,-100,-100,3,2,-100,-100
50,4,54,12,2,1,2,4,-100,2,-98,-100,-100,2,2,2,5,3,2,9,-100
-100,3,-99,14,2,1,2,2,-100,-100,1,-100,-100,4,0,-100,-100,-100,2,-100,-100
-100,1,69,14,1,1,6,0,-100,2,-99,4,1,2,0,2,0,-100,1,6,-100
-100,3,85,12,2,1,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,0,-99,18,-99,3,1,3,-100,8,1,-100,-100,2,-99,-100,-100,-100,2,-100,-100
-100,3,58,16,1,1,2,6,-100,3,1,4,2,3,18,2,0,-100,1,10,-100
-100,1,37,17,2,1,6,0,1,2,1,3,2,1,5,-100,-100,-100,1,-100,2
-100,0,20,14,1,1,4,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,64,16,2,1,3,1,1,2,1,4,2,3,15,2,3,-100,1,6,1
-100,2,42,16,2,3,7,3,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,3,65,16,1,1,1,6,-100,3,1,-100,-100,3,2,-100,-100,3,2,-100,-100
-100,1,39,18,2,1,2,1,1,1,1,4,2,3,30,2,2,-100,1,9,2
-100,2,54,12,2,1,2,2,1,-100,-100,3,2,-100,-100,-100,-100,3,3,-100,1
-100,-100,-99,16,1,1,2,2,-100,8,1,4,2,1,2,2,0,-100,1,9,-100
-100,2,76,16,1,1,2,1,-100,8,1,-100,-100,5,2,-100,-100,-100,2,-100,2
-100,2,68,14,1,1,1,3,2,2,2,-98,2,3,1,-100,-100,-100,1,-100,-100
-100,2,58,16,2,2,2,3,-100,8,1,4,2,3,2,2,0,-100,1,9,-100
-100,2,63,16,1,3,4,0,1,-100,-100,2,1,-100,-100,-100,-100,3,3,-100,-100
-100,0,21,15,2,1,1,4,-100,8,1,4,2,2,1,2,0,-100,1,10,2
-100,0,26,14,2,3,4,0,-100,1,1,-100,-100,0,40,2,0,-100,2,-98,1
-100,0,34,16,1,1,4,0,-100,2,1,-100,-100,2,0,2,6,-100,2,5,1
-100,0,34,15,1,1,4,0,-100,2,1,4,2,2,12,2,0,-100,1,9,-100
-100,0,23,16,2,1,2,6,2,8,1,3,2,1,0,-100,-100,-100,1,-100,3
-100,0,32,16,2,3,4,2,-100,3,1,4,2,1,0,2,2,-100,1,6,-100
-100,0,26,17,1,1,4,0,-100,8,1,4,2,0,3,-100,-100,-100,1,-100,2
-100,1,76,16,2,2,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,22,12,2,2,1,5,1,-100,-100,4,1,-100,-100,-100,-100,1,3,-100,2
-100,0,67,16,1,2,1,8,2,3,1,1,2,6,5,-100,-100,-100,1,-100,1
-100,0,35,16,2,2,1,4,-100,-100,-100,4,2,-100,-100,2,5,3,3,9,-100
-100,7,40,11,2,2,1,1,-100,-100,-100,1,2,-100,-100,2,0,3,3,10,-100
-100,0,53,16,1,2,1,8,-100,3,1,-100,-100,2,1,2,10,3,2,7,-100
-100,0,63,12,1,2,1,7,-100,-100,-100,1,2,-100,-100,-100,-100,-100,3,-100,-100
-100,2,72,16,1,3,7,7,2,2,1,2,2,2,8,2,0,-100,1,8,-100
-100,3,67,16,2,2,1,5,-100,4,1,-100,-100,3,1,-100,-100,-100,2,-100,2
-100,0,-99,16,1,1,5,0,1,-100,-100,4,2,-100,-100,2,-98,-100,3,10,-100
-100,2,51,20,2,1,1,2,-100,-100,-100,4,2,-100,-100,2,0,3,3,9,1
-100,2,54,12,1,1,4,0,2,2,1,4,1,2,0,2,30,-100,1,5,-100
-100,1,75,17,1,1,1,7,-100,2,1,-100,-100,4,1,-100,-100,-100,2,-100,1
-100,3,28,18,2,3,4,1,-100,-100,-100,4,1,-100,-100,-100,-100,3,3,-100,3
-100,1,-99,18,2,1,11,7,-100,8,1,4,1,2,-98,2,0,-100,1,-98,-100
-100,0,-99,16,2,1,2,4,-100,3,1,-100,-100,2,25,2,0,3,2,9,-100
-100,6,75,18,2,2,1,5,-100,2,1,-100,-100,4,1,-100,-100,-100,2,-100,1
-100,4,82,13,2,1,4,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,-100,-99,14,2,1,-98,0,-100,8,1,-100,-100,2,10,-100,-100,3,2,-100,-100
-100,2,49,17,1,3,8,3,-100,2,1,-100,-100,2,0,-100,-100,-100,2,-100,-100
-100,8,27,-99,1,1,4,2,1,1,-97,4,2,5,0,-97,-97,-100,1,-97,3
-100,4,57,15,2,1,1,7,-100,8,2,1,1,1,7,2,2,-100,1,10,-100
-100,0,33,20,1,1,2,0,-100,2,1,-100,-100,2,8,2,30,3,2,3,3
-100,4,59,13,2,1,1,7,-100,3,2,1,2,2,0,2,0,-100,1,9,-100
-100,0,68,12,1,1,2,0,-100,0,1,-100,-100,5,2,-100,-100,-100,2,-100,2
-100,2,63,16,1,1,2,3,-100,2,1,-100,-100,6,1,2,0,-100,2,8,-100
-100,2,37,14,2,-100,4,0,-100,2,1,4,2,3,1,-100,-100,-100,1,-100,-100
-100,2,76,13,1,1,4,1,-100,2,1,-100,-100,4,6,-100,-100,-100,2,-100,2
-100,0,70,19,2,2,1,8,-100,3,1,-100,-100,6,10,-100,-100,-100,2,-100,-100
-100,4,70,14,2,2,1,7,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,5,42,14,1,2,4,2,-100,4,1,-100,-100,1,3,2,0,3,2,7,3
-100,2,42,16,2,2,1,5,1,-100,-100,-98,2,-100,-100,2,0,3,3,8,-100
-100,3,65,12,1,2,1,5,1,3,1,2,1,12,4,-100,-100,-100,1,-100,1
-100,0,45,14,2,1,1,0,2,3,1,4,1,2,0,2,1,-100,1,9,1
-100,3,49,14,1,1,2,0,-100,4,1,2,2,2,0,-100,-100,-100,1,-100,3
-100,2,75,12,2,1,1,6,2,2,1,1,2,10,10,-100,-100,-100,1,-100,3
-100,5,37,11,2,1,4,0,-100,8,1,4,1,0,0,2,30,-100,1,5,-100
-100,2,68,12,1,2,1,1,-100,4,1,-100,-100,10,0,-100,-100,3,2,-100,2
-100,5,-99,12,1,1,2,1,-100,8,-98,-100,-100,1,1,2,30,-100,2,8,-100
-100,0,21,15,2,1,1,2,1,3,1,4,1,3,0,1,6,-100,1,-98,-100
-100,0,44,16,2,2,1,5,-100,-100,-100,1,2,-100,-100,2,0,3,3,9,-100
-100,0,48,13,2,2,1,8,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,3
-100,1,51,12,2,1,2,7,-100,-100,-100,-98,1,-100,-100,-100,-100,3,3,-100,-100
-100,2,46,12,1,2,1,0,-100,-100,1,-100,-100,3,0,-100,-100,-100,2,-100,-100
50,2,38,20,2,2,4,0,-100,-100,-100,4,1,-100,-100,1,14,3,3,8,-100
-100,1,41,14,2,2,11,3,-100,3,1,-100,-100,2,0,2,0,-100,2,8,3
-100,0,-99,14,1,3,1,4,-100,-100,-100,4,1,-100,-100,2,0,3,3,9,-100
-100,3,52,15,2,1,3,1,-100,2,1,-100,-100,1,4,2,0,3,2,7,-100
-100,0,64,10,1,1,2,4,-100,3,2,1,2,6,0,2,0,-100,1,8,-100
-100,1,32,16,1,3,7,3,-100,2,1,-100,-100,1,5,2,0,3,2,8,2
-100,0,28,14,1,1,4,0,-100,3,1,4,1,3,1,2,1,-100,1,8,-100
-100,3,51,6,2,1,2,3,-100,3,1,-100,-100,5,-100,-100,-100,-100,2,-100,-100
-100,2,62,12,2,1,2,1,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,0,18,12,2,1,4,0,-100,2,1,4,2,0,1,-100,-100,-100,1,-100,2
-100,0,21,15,2,1,4,0,-100,1,1,-100,-100,1,2,-100,-100,-100,2,-100,1
-100,3,38,12,2,1,2,7,-100,8,1,-100,-100,3,40,2,0,3,2,-98,-100
-100,1,27,14,2,3,4,0,-100,2,1,-100,-100,2,0,-100,-100,-100,2,-100,-100
-100,3,39,17,2,1,5,3,-100,8,1,4,2,2,0,-100,-100,-100,1,-100,-100
-100,0,18,11,1,1,5,0,2,-100,-100,2,2,-100,-100,-100,-100,3,3,-100,-100
-100,1,25,15,1,1,2,4,1,4,1,1,2,1,10,2,3,-100,1,7,-100
-100,3,32,9,2,1,4,0,-100,-100,-100,1,2,-100,-100,-98,7,-100,3,10,1
-100,3,34,9,2,3,2,6,2,-100,-100,1,2,-100,-100,-100,-100,-98,3,-100,-100
-100,2,25,12,2,3,1,7,-100,3,1,-100,-100,2,0,2,0,-97,2,8,-100
-100,4,48,2,2,1,2,5,2,5,2,1,2,0,-100,-100,-100,-100,1,-100,-100
-100,3,36,12,2,1,1,8,-100,4,2,-100,-100,2,0,-100,-100,-98,2,-100,-100
-100,2,48,14,2,2,1,7,2,-100,-100,1,2,-100,-100,2,0,3,3,10,3
-100,2,41,6,1,1,2,2,-100,4,1,1,2,4,-100,2,0,-100,1,7,-100
-100,2,39,15,2,1,2,-99,-100,3,-98,-100,-100,5,0,2,1,-100,2,6,-100
-100,1,26,20,2,2,4,2,-100,1,1,2,2,1,1,1,3,-100,1,2,1
-100,0,38,16,1,3,1,1,-100,3,1,-100,-100,2,20,2,10,3,2,5,2
-100,0,50,17,1,3,9,0,-100,1,1,4,2,6,8,1,10,-100,1,7,1
-100,2,57,12,1,2,2,0,2,-100,-100,1,2,-100,-100,2,0,-100,3,9,-100
-100,0,42,16,2,3,1,5,-100,3,1,-100,-100,1,0,2,0,3,2,7,-100
-100,8,50,16,2,1,2,0,-100,3,2,-100,-100,2,10,2,0,-100,2,7,-100
-100,0,34,-99,1,1,5,4,1,2,2,4,2,3,8,-100,-100,-100,1,-100,-100
-100,2,48,14,1,1,4,1,1,2,1,4,1,10,0,2,20,-100,1,7,-100
-100,6,42,14,2,1,5,0,1,2,1,4,2,0,10,-100,-100,-100,1,-100,-100
-100,0,23,14,1,3,2,0,-100,2,1,-100,-100,0,0,2,10,2,2,7,-100
-100,0,34,17,2,1,4,0,-100,2,1,4,1,1,8,2,2,-100,1,9,-100
-100,3,76,18,1,3,9,8,-100,2,1,-100,-100,1,10,-100,-100,-100,2,-100,-100
-100,2,36,17,2,1,4,3,-100,2,1,-100,-100,1,10,2,5,-100,2,9,-100
-100,2,52,18,2,1,4,1,1,2,1,4,1,2,10,2,1,-100,1,9,2
-100,0,81,20,1,1,2,7,2,3,1,1,2,2,7,-100,-100,-100,1,-100,2
-100,0,57,18,2,1,1,0,1,-100,-100,3,2,-100,-100,2,0,3,3,10,-100
-100,2,35,11,1,1,2,5,-100,2,1,4,2,0,10,2,14,-100,1,9,-100
-100,0,20,14,2,1,4,0,-100,8,1,-100,-100,1,16,1,0,-100,2,6,3
-100,1,49,14,1,3,2,2,2,2,1,4,1,2,3,2,3,-100,1,10,-100
-100,2,50,18,1,1,4,0,-100,2,1,-100,-100,2,9,2,1,3,2,10,-100
-100,0,25,13,1,2,1,5,-100,8,1,-100,-100,2,6,2,0,3,2,8,-100
-100,3,49,12,2,2,4,1,-100,3,1,4,2,5,0,2,3,-100,1,6,2
-100,4,62,16,1,3,2,6,-100,3,1,4,1,3,6,1,0,-100,1,9,-100
-100,2,64,14,2,2,4,1,1,-100,-100,1,1,-100,-100,2,0,-100,3,-98,3
-100,0,21,12,2,2,4,0,-100,3,1,4,2,1,5,2,10,-100,1,7,-100
-100,4,46,12,2,2,4,0,-100,8,1,-100,-100,6,0,-100,-100,-100,2,-100,2
-100,0,58,15,1,3,11,1,-100,3,1,-100,-100,6,1,2,30,1,2,5,-100
-100,0,32,12,1,2,1,2,1,-100,-100,4,1,-100,-100,2,10,3,3,7,-100
-100,0,32,10,1,1,2,0,-100,-100,-100,4,2,-100,-100,2,0,-100,3,6,1
-100,0,41,16,1,1,1,4,2,2,1,1,1,2,0,2,0,-100,1,9,2
-100,3,29,9,2,3,4,0,-100,-100,-100,4,2,-100,-100,2,0,3,3,-98,-100
-100,0,-99,12,1,3,9,7,-100,8,2,-100,-100,6,2,2,0,-100,2,-98,-100
-100,1,64,16,1,3,2,2,2,2,1,1,2,4,0,2,0,-100,1,9,-100
-100,0,20,13,2,1,2,2,1,8,1,4,2,4,14,2,5,-100,1,8,-100
-100,5,82,14,2,3,1,8,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,3
-100,2,31,20,1,2,1,5,-100,2,1,-100,-100,2,15,2,15,-100,2,9,-100
-100,0,28,14,2,1,2,5,2,-100,-100,4,2,-100,-100,2,0,3,3,10,2
-100,0,40,10,2,2,4,0,-100,2,1,-100,-100,4,20,2,10,3,2,9,-100
-100,2,43,12,1,2,1,0,-100,4,1,1,1,-98,7,2,0,-100,1,8,-100
-100,3,31,9,2,2,4,0,1,-100,-100,2,1,-100,-100,-100,-100,2,3,-100,-100
-100,4,84,13,1,2,1,6,-100,2,1,-100,-100,6,21,-100,-100,-100,2,-100,-100
-100,2,79,12,2,2,1,6,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,7,72,14,2,2,1,1,1,0,1,2,2,5,0,-100,-100,-100,1,-100,1
-100,4,70,12,2,2,1,4,-100,3,1,-100,-100,10,-100,-100,-100,-100,2,-100,-100
-100,8,47,-99,2,2,4,0,-100,8,1,2,2,8,3,-100,-100,-100,1,-100,-100
-100,0,28,16,1,3,2,8,-100,4,1,1,2,1,0,1,30,-100,1,6,-100
-100,0,23,12,1,-100,2,7,-100,8,1,4,2,0,0,2,4,-100,1,-98,-100
-100,0,77,14,2,3,4,0,1,3,1,4,1,3,2,-100,-100,-100,1,-100,-100
-100,2,60,17,2,1,4,0,1,2,1,4,1,3,10,2,2,-100,1,9,-100
-100,1,62,12,2,2,1,7,-100,3,1,-100,-100,3,4,2,0,-100,2,9,-100
-100,2,43,16,2,2,1,7,1,8,1,4,1,1,8,2,3,-100,1,7,-100
-100,0,20,14,1,1,2,4,1,3,1,4,1,1,5,2,0,-100,1,7,-100
-100,0,47,18,2,2,1,3,-100,2,1,-100,-100,4,1,2,0,-100,2,5,-100
-100,3,39,10,2,1,1,3,1,5,1,4,1,5,15,2,0,-100,1,9,-100
-100,0,-99,16,-99,-100,1,4,-100,2,2,-100,-100,4,0,2,30,-100,2,4,-100
-100,0,-99,20,2,1,4,0,-98,-100,-100,4,2,-100,-100,2,-98,2,3,9,-100
-100,4,46,14,1,2,4,1,2,-100,-100,2,3,-100,-100,2,0,-100,3,7,-100
-100,2,51,12,1,2,1,0,1,-100,-100,2,1,-100,-100,2,0,-100,3,5,-100
-100,2,44,16,2,2,1,-97,-100,-100,-100,-97,2,-100,-100,2,4,3,3,8,-100
-100,2,35,16,1,2,1,3,-100,4,1,-100,-100,0,1,-100,-100,-100,2,-100,-100
-100,1,68,12,2,1,3,3,1,3,1,4,2,6,12,2,0,-100,1,9,2
-100,4,69,13,2,1,1,7,2,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,2
-100,0,22,15,1,1,1,5,-100,2,-98,-100,-100,1,10,2,0,3,2,10,-100
-100,2,36,20,2,1,4,0,-100,2,1,4,2,3,5,2,2,-100,1,9,2
-100,5,29,16,2,1,4,0,-100,-100,-100,2,2,-100,-100,-100,-100,-97,3,-100,-100
-100,1,55,14,1,2,1,5,-100,-100,-100,1,2,-100,-100,2,2,3,3,7,-100
-100,2,-99,20,2,1,1,3,-100,8,1,4,2,3,4,2,5,-100,1,7,1
-100,3,34,13,2,1,1,8,-100,3,2,-100,-100,0,0,2,2,-100,2,10,-100
-100,2,76,18,1,1,1,6,-100,3,2,1,-97,2,2,-100,-100,-100,1,-100,3
-100,1,41,14,1,1,1,5,-100,3,1,1,1,1,5,2,2,-100,1,8,-100
-100,2,42,14,1,1,1,4,1,2,1,3,2,2,2,2,0,-100,1,9,-100
-100,5,29,16,1,2,1,0,-100,6,1,-100,-100,20,0,2,0,-100,2,9,-100
-100,1,70,13,2,2,1,7,1,5,1,4,1,22,0,-100,-100,-100,1,-100,1
-100,3,39,13,2,2,1,7,-98,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,53,18,2,2,1,7,-100,2,1,4,2,2,7,1,0,-100,1,8,2
-100,6,56,14,2,2,1,7,-100,2,1,-100,-100,1,25,2,0,-100,2,8,2
-100,8,70,10,1,2,1,3,-100,5,1,-100,-100,3,0,-100,-100,3,2,-100,-100
-100,2,74,12,2,2,1,7,1,4,1,1,1,5,5,2,0,-100,1,9,-100
-100,1,23,12,2,2,1,8,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,0,25,16,1,1,4,0,1,-100,-100,4,2,-100,-100,2,5,2,3,7,-100
-100,4,60,11,2,3,1,4,-100,2,2,4,2,0,0,2,30,-100,1,6,-100
-100,0,60,12,2,1,1,7,-100,2,1,-100,-100,3,60,1,7,-100,2,7,-100
-100,2,58,9,2,1,2,3,-100,2,1,-100,-100,4,1,2,1,-100,2,5,-100
-100,2,32,16,2,1,2,4,-100,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,2
-100,2,76,11,1,1,4,0,2,8,2,1,-97,0,7,-100,-100,-100,1,-100,3
-100,2,55,12,2,1,4,0,-100,2,1,-100,-100,3,0,2,30,-100,2,5,1
-100,3,31,13,2,1,2,4,-100,2,1,-100,-100,2,40,2,0,-100,2,8,-100
-100,8,45,12,2,2,4,0,-100,2,1,-100,-100,24,23,-100,-100,3,2,-100,-100
-100,0,18,11,1,1,4,0,2,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,38,13,2,2,1,5,-100,2,1,-100,-100,0,3,2,5,-100,2,8,-100
-100,3,31,12,2,2,1,4,1,2,1,-97,2,1,9,2,-97,-100,1,-97,-100
-100,1,40,12,1,2,11,5,2,-100,-100,1,1,-100,-100,-100,-100,3,3,-100,-100
-100,7,87,6,2,2,1,3,-100,8,1,4,2,7,-100,-100,-100,-100,1,-100,-100
-100,0,25,17,1,1,4,0,-100,-100,-100,4,1,-100,-100,2,2,1,3,7,-100
-100,0,66,16,1,1,1,2,-100,-100,-100,4,2,-100,-100,-100,-100,1,3,-100,-100
-100,0,23,14,2,2,1,5,2,4,1,-99,2,2,0,2,20,-100,1,6,2
-100,2,55,20,1,1,1,1,1,2,1,1,1,5,1,1,0,-100,1,9,2
-100,0,35,13,1,2,2,0,-100,2,1,-100,-100,1,3,1,0,-100,2,9,-100
-100,0,31,14,2,1,1,0,1,-100,-100,4,2,-100,-100,-100,-100,3,3,-100,-100
-100,3,71,14,2,3,1,1,-100,8,1,-100,-100,3,1,-100,-100,-100,2,-100,2
-100,1,34,12,1,1,4,0,2,3,1,4,2,0,0,-100,-100,-100,1,-100,-100
-100,2,59,12,1,1,11,0,1,4,1,2,2,0,48,2,0,-100,1,8,-100
-100,0,25,11,2,3,2,2,2,-100,-100,4,2,-100,-100,2,5,2,3,7,-100
-100,2,51,12,2,1,11,0,-100,8,1,-100,-100,1,8,2,0,3,2,4,-100
-100,4,83,9,1,1,2,0,-100,2,2,-100,-100,12,0,-100,-100,3,2,-100,-100
-100,0,29,12,1,3,4,0,-100,2,1,-100,-100,0,1,-100,-100,3,2,-100,-100
-100,2,47,16,2,1,2,0,-100,2,1,4,1,3,8,2,0,-100,1,6,1
-100,0,21,15,2,1,1,8,-100,-100,-100,1,2,-100,-100,-100,-100,3,3,-100,-100
-100,2,47,16,2,2,1,3,-100,2,1,-100,-100,4,20,2,0,3,2,9,-100
-100,2,56,12,2,1,2,1,-100,2,1,-100,-100,5,5,-100,-100,-100,2,-100,-100
-100,0,27,18,1,1,4,1,1,-100,-100,3,1,-100,-100,2,0,3,3,8,2
-100,1,23,12,2,2,4,0,1,-100,-100,4,2,-100,-100,2,20,3,3,6,-100
-100,2,41,12,1,1,4,0,-100,3,1,-100,-100,1,1,2,2,-100,2,9,-100
-100,2,48,12,2,1,1,0,-100,2,2,-100,-100,4,0,2,0,-100,2,9,-100
-100,2,32,12,2,1,2,2,-100,2,1,1,2,1,40,2,2,-100,1,8,2
-100,0,23,12,2,1,4,0,-100,2,1,-100,-100,12,0,-100,-100,3,2,-100,-100
-100,1,37,13,2,1,1,2,-100,8,1,-100,-100,0,0,-100,-100,3,2,-100,2
-100,0,30,16,1,2,1,8,-100,5,1,1,1,20,40,-100,-100,-100,1,-100,-100
-100,0,77,17,2,2,2,7,-99,-100,-100,-99,2,-100,-100,-100,-100,-100,3,-100,-100
-100,0,62,16,2,1,2,2,-100,8,1,-100,-100,2,20,2,0,-100,2,8,-100
-100,0,57,15,2,2,4,1,-100,2,2,-100,-100,2,0,2,30,3,2,8,-100
