age,education,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
27,18,1,0,8,2,3,1,1,2,1,0,nan,1,nan,1,10,3,2,1,10,1,1,2
46,18,4,1,8,1,nan,1,1,6,1,0,2,2,4,2,40,4,2,1,8,2,3,1
28,17,1,0,3,1,nan,1,1,4,2,6,nan,1,4,2,30,2,2,2,9,4,2,1
69,12,5,0,2,1,nan,1,1,5,1,2,2,1,1,2,0,nan,nan,nan,nan,nan,3,1
47,12,5,2,8,2,3,3,16,2,4,0,nan,1,nan,1,0,8,2,2,10,0,2,2
24,16,5,0,2,1,nan,1,1,3,1,3,nan,1,nan,3,1,4,2,1,10,5,nan,2
65,17,5,0,8,2,nan,1,1,3,2,1,1,1,4,24,3,4,2,2,6,0,nan,1
70,12,3,2,2,1,1,1,1,4,4,2,nan,1,nan,2,1,3,2,1,10,3,1,2
55,13,5,0,8,2,nan,1,1,1,4,1,1,1,4,2,3,3,2,2,8,5,1,1
24,13,5,0,nan,2,1,2,2,1,5,3,1,nan,4,nan,nan,4,1,4,4,30,2,3
35,18,1,0,nan,2,3,1,1,2,4,0,1,nan,4,nan,nan,nan,nan,2,nan,nan,nan,3
nan,18,1,2,2,2,nan,1,1,2,1,0,nan,1,nan,1,0,nan,nan,1,nan,nan,nan,2
30,16,5,0,2,1,3,1,1,4,4,0,nan,1,nan,2,10,3,2,2,8,2,nan,2
61,16,5,0,nan,1,1,1,1,2,4,2,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
60,13,1,1,8,2,nan,2,2,7,1,1,2,2,1,4,0,nan,nan,nan,nan,nan,3,1
51,18,5,0,nan,2,3,1,1,4,2,1,1,nan,4,nan,nan,3,2,4,8,2,nan,3
18,9,5,0,2,2,2,1,1,1,4,1,nan,1,nan,2,1,nan,nan,nan,nan,nan,nan,2
60,16,1,2,4,1,nan,1,1,6,1,6,nan,2,nan,4,40,12,2,2,9,0,nan,2
61,16,3,4,nan,2,3,1,1,6,4,0,2,nan,3,nan,nan,3,2,2,9,1,nan,3
59,12,5,0,2,1,nan,1,1,6,1,0,2,2,1,3,1,nan,nan,2,nan,nan,nan,1
52,17,1,0,8,2,nan,1,1,4,1,7,nan,1,nan,4,6,3,1,1,9,20,3,2
44,12,4,3,3,2,3,2,2,4,11,8,nan,1,nan,2,15,3,2,3,5,5,nan,2
22,16,5,0,3,1,nan,1,1,5,2,2,1,1,4,1,1,nan,nan,nan,nan,nan,nan,1
39,16,1,2,3,1,3,1,1,6,4,0,nan,2,nan,2,4,2,2,2,9,28,nan,2
54,12,1,2,2,1,nan,1,1,4,4,0,nan,1,nan,4,0,3,2,1,9,0,nan,2
36,20,1,2,2,1,nan,1,1,4,4,2,nan,1,nan,3,5,nan,nan,1,nan,nan,1,2
77,15,2,0,nan,2,3,1,1,6,1,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,2,3
45,16,1,2,2,1,nan,3,4,3,4,0,nan,1,4,2,0,1,2,1,8,2,1,1
34,15,1,0,2,2,3,1,1,6,4,0,nan,1,nan,4,8,2,2,1,7,15,3,2
74,17,1,2,2,1,nan,1,1,6,2,7,2,1,3,4,3,3,2,1,8,3,3,1
38,17,1,2,nan,1,3,1,1,6,2,5,2,nan,1,nan,nan,1,2,1,10,0,nan,3
73,14,1,2,2,1,3,1,1,6,4,0,nan,1,nan,4,2,nan,nan,nan,nan,nan,3,2
54,16,1,2,nan,1,3,1,1,5,4,0,1,nan,1,nan,nan,nan,nan,nan,nan,nan,3,3
25,16,5,0,8,2,3,1,1,3,4,2,nan,1,nan,2,1,1,2,1,6,17,nan,2
55,16,3,0,nan,2,3,1,1,2,1,0,nan,nan,4,nan,nan,3,2,2,7,0,nan,3
81,16,1,4,nan,2,3,1,1,4,2,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,2,3
32,19,1,0,nan,1,3,1,1,6,1,7,nan,nan,1,nan,nan,4,2,2,9,3,2,3
19,12,5,0,3,1,nan,1,1,4,4,0,nan,1,nan,4,0,nan,nan,nan,nan,nan,nan,2
42,17,1,4,3,1,nan,1,1,4,2,7,nan,1,4,0,20,1,2,4,9,0,2,1
75,16,1,2,2,2,3,1,1,5,1,5,nan,1,nan,3,1,nan,nan,nan,nan,nan,1,2
43,17,1,3,nan,1,3,1,1,6,1,6,2,nan,1,nan,nan,3,2,2,9,0,nan,3
55,16,3,2,nan,2,3,1,1,2,1,1,nan,nan,4,nan,nan,2,2,2,9,0,1,3
39,12,1,4,4,1,nan,1,1,4,2,3,nan,1,2,1,1,8,2,2,9,0,nan,1
39,19,1,1,3,1,nan,1,1,3,4,1,nan,1,nan,1,10,2,2,3,8,10,nan,2
81,6,3,5,nan,2,3,1,1,3,1,2,2,nan,1,nan,nan,nan,nan,nan,nan,nan,1,3
22,13,5,0,2,1,nan,1,1,4,4,1,nan,1,nan,2,0,20,2,1,9,0,2,2
20,12,5,0,8,1,nan,3,13,4,1,3,2,1,nan,0,14,1,2,1,nan,0,nan,1
34,12,5,0,nan,2,3,1,1,2,2,0,nan,nan,4,nan,nan,4,2,4,3,30,1,3
24,12,5,1,nan,2,3,3,15,5,2,1,nan,nan,1,nan,nan,5,2,3,8,0,nan,3
25,11,5,0,8,1,nan,1,1,4,4,0,2,2,4,0,0,nan,nan,1,nan,nan,nan,1
26,12,1,0,nan,1,3,1,1,5,4,0,nan,nan,4,nan,nan,3,2,1,7,5,nan,3
26,12,5,0,1,1,nan,1,1,1,4,0,nan,1,4,3,40,1,2,4,6,5,nan,1
61,20,5,0,2,1,nan,1,1,3,4,0,nan,1,nan,2,14,2,2,1,8,0,1,2
29,16,1,0,nan,1,nan,3,4,2,7,0,nan,nan,4,nan,nan,2,nan,2,nan,nan,nan,3
74,16,3,2,nan,2,3,3,4,4,1,4,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
31,16,5,0,8,1,nan,1,1,1,4,0,nan,1,4,0,15,4,2,2,6,5,2,1
21,15,5,0,nan,2,3,2,2,2,4,1,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
22,11,5,0,0,2,nan,1,1,3,4,0,nan,1,4,3,0,1,2,4,5,15,nan,1
32,12,1,0,2,2,nan,nan,nan,6,1,0,nan,1,nan,4,10,nan,2,2,6,nan,nan,2
69,12,2,2,4,2,nan,1,1,6,1,4,nan,nan,nan,12,0,nan,nan,nan,nan,nan,nan,2
79,16,1,6,3,1,nan,1,1,4,1,1,nan,1,nan,6,5,nan,nan,nan,nan,nan,1,2
46,13,1,4,4,1,nan,1,1,2,1,7,nan,1,nan,2,2,3,2,1,9,5,nan,2
53,18,1,5,8,1,nan,1,1,5,1,6,nan,1,nan,1,30,4,2,1,9,0,nan,2
62,12,1,3,nan,1,3,1,1,6,1,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,1,3
39,16,1,2,8,1,nan,1,1,6,1,5,nan,2,nan,3,1,nan,nan,nan,nan,nan,nan,2
67,16,1,7,nan,2,3,1,1,6,1,7,nan,nan,1,nan,nan,nan,nan,4,nan,nan,nan,3
38,17,1,2,nan,2,3,1,1,4,4,1,nan,nan,4,nan,nan,4,2,3,8,15,2,3
50,11,1,3,nan,1,3,1,1,4,1,2,nan,nan,4,nan,nan,3,2,1,9,5,2,3
46,20,1,0,8,2,nan,1,1,2,4,0,nan,1,nan,1,5,5,2,1,9,0,1,2
47,20,5,0,0,1,nan,1,1,3,1,0,1,1,4,3,0,nan,nan,nan,nan,nan,1,1
75,14,1,2,2,2,nan,1,1,3,1,1,nan,1,4,4,2,nan,nan,nan,nan,nan,1,1
19,12,5,0,3,1,3,1,1,5,1,4,nan,1,nan,2,0,nan,nan,1,nan,nan,nan,2
55,15,1,3,3,1,nan,1,1,3,1,8,nan,1,nan,1,5,2,2,1,10,0,nan,2
32,16,1,2,nan,1,3,1,1,3,1,2,nan,nan,4,nan,nan,0,2,2,10,2,1,3
25,12,1,2,8,2,nan,1,1,6,1,6,nan,1,nan,4,0,5,2,2,9,3,nan,2
29,10,3,0,2,1,nan,1,1,6,4,3,2,1,1,0,1,4,2,2,9,0,3,1
55,12,1,0,2,1,3,1,1,6,1,4,nan,1,nan,6,0,3,2,1,7,7,nan,2
60,14,1,2,nan,2,3,1,1,4,1,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
44,12,1,1,2,1,3,1,1,5,1,1,nan,1,nan,1,10,3,2,2,9,0,nan,2
33,12,5,0,nan,1,3,1,1,nan,1,0,nan,nan,4,nan,nan,8,2,2,8,0,nan,3
61,14,3,2,2,2,nan,1,1,4,11,2,nan,1,4,4,3,1,2,2,8,0,nan,1
42,17,3,2,nan,2,3,2,2,3,1,7,nan,nan,1,nan,nan,3,2,1,8,3,nan,3
57,8,1,3,8,2,3,1,1,5,1,2,nan,2,nan,3,0,nan,nan,nan,nan,nan,nan,2
20,12,5,0,1,1,3,1,1,4,4,0,nan,1,nan,4,1,4,2,3,4,0,nan,2
35,16,3,2,2,1,nan,1,1,4,2,1,2,1,4,1,2,1,2,1,9,1,3,1
41,17,1,3,2,1,3,1,1,6,1,8,nan,2,nan,2,20,4,2,2,9,0,2,2
nan,19,1,7,8,2,nan,2,2,4,1,1,nan,1,4,3,3,nan,nan,2,nan,nan,2,1
24,nan,1,4,2,2,nan,3,16,4,2,5,nan,1,nan,1,nan,nan,nan,3,nan,nan,nan,2
42,16,3,0,3,1,nan,1,1,4,4,0,1,1,4,4,2,10,2,1,8,15,nan,1
24,16,5,0,2,2,nan,1,1,1,4,3,nan,1,nan,5,30,16,2,1,8,4,2,2
71,12,2,0,8,2,nan,1,1,1,13,0,nan,1,4,6,3,nan,nan,nan,nan,nan,nan,1
45,15,5,0,8,1,nan,1,1,6,1,3,2,2,1,3,0,3,2,2,6,0,3,1
23,9,5,0,nan,1,1,1,1,1,5,0,1,nan,4,nan,nan,1,2,2,nan,5,nan,3
37,16,5,0,nan,2,3,1,1,1,4,0,nan,nan,4,nan,nan,6,2,1,8,4,1,3
78,11,3,2,2,2,3,1,1,nan,1,7,nan,1,nan,15,1,nan,nan,nan,nan,nan,nan,2
73,19,1,2,8,1,3,1,1,5,1,0,nan,1,nan,2,0,nan,nan,nan,nan,nan,2,2
24,12,5,0,3,2,nan,2,2,2,4,2,nan,1,4,3,5,3,2,1,9,2,nan,1
45,16,3,3,8,2,nan,1,1,1,1,0,1,1,4,1,0,6,2,1,nan,0,1,1
37,17,1,2,2,1,nan,1,1,5,2,7,nan,1,1,1,8,2,2,1,nan,0,nan,1
39,14,1,2,2,1,nan,1,1,4,1,0,1,2,4,4,2,4,2,1,8,3,nan,1
27,18,1,0,2,2,3,1,1,2,2,3,nan,1,nan,1,4,2,2,1,7,24,1,2
nan,20,5,0,8,1,3,nan,nan,4,1,6,nan,1,nan,2,4,4,2,1,10,nan,nan,2
34,15,3,0,2,2,nan,1,1,2,4,0,nan,1,nan,3,40,4,2,2,8,5,nan,2
65,16,1,0,nan,2,3,1,1,3,4,1,nan,nan,4,nan,nan,6,2,2,8,2,nan,3
28,14,5,0,nan,1,3,2,2,4,4,2,nan,nan,4,nan,nan,nan,nan,2,nan,nan,nan,3
26,16,5,0,3,2,3,1,1,5,1,2,nan,1,nan,3,8,2,2,1,8,5,nan,2
nan,16,3,0,8,2,nan,1,1,5,1,6,nan,1,nan,1,0,3,nan,1,nan,nan,nan,2
28,16,1,0,nan,2,3,1,1,2,2,1,nan,nan,4,nan,nan,2,2,1,9,6,nan,3
68,16,1,2,nan,2,3,1,1,4,2,7,1,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
70,15,3,4,2,1,nan,1,1,3,2,2,1,1,4,8,0,nan,nan,nan,nan,nan,nan,1
66,13,1,2,2,2,nan,1,1,5,2,2,1,1,1,4,6,12,2,3,9,0,1,1
45,12,3,1,4,2,nan,1,1,4,1,7,2,1,4,0,18,nan,nan,2,nan,nan,nan,1
62,12,3,1,2,1,nan,1,1,3,2,0,nan,1,nan,4,nan,8,2,2,8,0,nan,2
55,14,4,4,8,2,nan,2,2,nan,1,5,nan,1,nan,3,0,nan,nan,2,nan,nan,nan,1
49,9,5,0,3,1,nan,1,1,6,2,0,nan,2,4,10,1,nan,nan,4,nan,nan,nan,1
63,13,3,3,3,1,nan,1,1,5,4,0,nan,1,nan,3,7,5,2,1,9,0,nan,2
30,12,5,1,nan,2,3,1,1,6,4,0,1,nan,4,nan,nan,2,2,2,5,14,2,3
40,12,3,3,3,1,nan,2,2,4,4,1,nan,1,4,2,2,nan,nan,1,nan,nan,3,1
30,10,5,2,8,2,nan,1,1,5,4,0,nan,1,nan,5,1,7,2,2,7,0,nan,2
38,12,4,7,2,1,3,nan,nan,3,4,6,nan,1,nan,nan,0,nan,nan,nan,nan,nan,nan,2
32,9,5,1,nan,2,2,1,1,3,5,2,1,nan,4,nan,nan,6,2,1,9,7,nan,3
24,12,5,2,2,2,nan,1,1,4,4,0,nan,1,nan,4,1,0,2,1,7,10,nan,2
21,12,5,0,7,2,nan,3,16,5,4,0,nan,1,4,0,0,0,2,4,8,15,nan,1
45,12,1,0,2,2,nan,1,1,4,1,1,nan,2,nan,2,2,3,2,1,nan,0,1,2
66,12,3,2,2,1,nan,1,1,3,4,0,nan,1,4,4,0,nan,nan,nan,nan,nan,nan,1
53,14,5,1,nan,1,3,1,1,6,2,0,1,nan,4,nan,nan,4,2,1,8,0,nan,3
49,12,5,0,nan,1,3,1,1,4,11,0,1,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
72,12,2,2,4,2,nan,1,1,7,1,8,nan,2,nan,6,1,nan,nan,2,nan,nan,nan,2
51,18,1,2,2,1,nan,1,1,5,2,0,nan,2,nan,1,2,5,2,1,8,0,2,2
35,14,5,0,nan,2,2,3,3,2,4,0,nan,nan,4,nan,nan,3,2,2,6,15,1,3
65,15,1,3,2,1,nan,1,1,3,4,0,nan,1,4,2,3,3,2,2,5,30,1,1
nan,16,3,0,3,1,nan,3,16,4,1,2,2,1,nan,0,5,2,2,2,9,0,nan,1
53,12,1,0,3,1,3,1,1,4,2,1,nan,1,nan,3,3,4,2,2,8,0,nan,2
31,14,5,1,2,2,nan,1,1,2,5,5,nan,1,nan,1,1,3,2,2,6,0,1,2
66,16,3,0,8,2,nan,1,1,2,4,0,1,1,4,2,0,nan,nan,nan,nan,nan,1,1
57,10,1,0,1,2,nan,1,1,5,4,0,nan,1,nan,2,nan,nan,nan,nan,nan,nan,3,2
29,14,5,1,nan,2,nan,3,15,3,1,1,1,nan,4,nan,nan,nan,2,1,7,nan,nan,3
36,18,1,0,nan,2,1,1,1,2,3,3,nan,nan,4,nan,nan,5,2,2,7,10,2,3
31,16,5,0,8,2,nan,1,1,1,4,0,nan,1,4,3,1,nan,nan,nan,nan,nan,nan,1
26,20,5,0,8,2,1,1,1,1,4,2,nan,1,nan,4,10,nan,nan,nan,nan,nan,1,2
36,19,5,0,2,1,nan,1,1,3,4,1,nan,1,nan,4,20,5,2,1,9,2,1,2
75,16,1,2,nan,1,3,1,1,4,2,3,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,1,3
20,16,5,0,nan,1,3,1,1,6,4,2,nan,nan,4,nan,nan,4,2,1,10,0,3,3
40,14,3,0,nan,1,3,1,1,1,4,1,nan,nan,4,nan,nan,1,2,4,6,7,1,3
71,14,3,2,nan,2,3,1,1,4,1,7,2,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,3
62,16,1,3,3,1,nan,1,1,6,2,2,2,1,1,2,15,4,2,1,9,1,nan,1
32,17,5,0,8,2,nan,1,1,1,4,2,nan,1,nan,3,6,3,2,1,8,5,1,2
53,10,3,5,nan,2,2,1,1,nan,4,0,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
59,18,3,2,2,2,3,1,1,1,4,1,nan,1,nan,1,1,0,2,2,9,2,1,2
55,11,5,0,nan,1,3,1,1,5,4,0,1,nan,1,nan,nan,nan,nan,nan,nan,nan,2,3
51,12,5,0,2,1,nan,1,1,4,4,0,1,1,3,2,3,nan,nan,nan,nan,nan,2,1
61,13,1,1,nan,2,3,1,1,nan,1,0,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
32,20,1,0,8,1,nan,1,1,4,4,0,nan,1,4,2,3,2,2,2,9,0,nan,1
22,17,5,0,2,2,nan,3,4,4,7,2,1,1,4,5,40,nan,nan,nan,nan,nan,nan,1
30,9,3,3,2,2,nan,1,1,5,4,0,nan,1,nan,0,2,nan,nan,2,nan,nan,nan,2
52,16,5,0,2,2,nan,1,1,1,2,1,nan,1,4,6,4,nan,nan,nan,nan,nan,1,1
27,16,5,0,3,2,nan,1,1,3,2,2,nan,1,nan,0,2,2,2,2,9,4,2,2
77,12,3,4,nan,2,3,2,2,3,1,4,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
39,15,5,0,0,1,nan,1,1,1,4,0,nan,1,4,6,0,4,2,2,5,30,1,1
28,16,5,0,nan,1,3,1,1,1,4,0,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
34,20,5,0,nan,2,3,3,9,4,4,1,nan,nan,4,nan,nan,4,2,2,8,25,2,3
76,17,1,0,2,1,nan,1,1,1,3,0,nan,1,3,1,1,nan,nan,nan,nan,nan,1,1
nan,12,1,3,nan,1,3,1,1,5,3,2,nan,nan,4,nan,nan,1,2,1,8,20,nan,3
35,19,5,0,8,2,1,1,1,1,3,5,nan,1,nan,1,10,5,2,2,10,1,1,2
63,16,3,1,nan,2,3,nan,nan,4,2,7,1,nan,4,nan,nan,5,1,2,8,1,nan,3
22,15,5,0,nan,2,2,1,1,1,4,0,nan,nan,4,nan,nan,5,2,2,9,6,3,3
55,14,3,1,nan,1,3,1,1,6,1,3,2,nan,1,nan,nan,10,2,1,8,0,nan,3
48,16,3,0,8,2,3,1,1,2,1,1,nan,1,nan,0,40,5,2,4,8,5,nan,2
58,13,5,5,nan,2,nan,2,2,6,1,0,1,nan,4,nan,nan,5,2,2,9,0,nan,3
27,9,5,0,8,2,nan,1,1,1,4,1,nan,1,4,2,1,nan,nan,nan,nan,nan,nan,1
67,20,2,2,nan,2,3,1,1,4,4,1,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
72,17,5,0,2,2,3,1,1,1,4,0,nan,1,nan,5,1,nan,nan,nan,nan,nan,nan,2
70,17,3,1,2,2,nan,2,2,2,1,2,1,1,4,4,10,nan,nan,nan,nan,nan,1,1
35,18,1,0,2,1,nan,1,1,2,4,0,1,1,4,2,10,5,2,1,10,2,nan,1
70,20,1,3,3,1,nan,1,1,2,2,4,nan,1,nan,2,4,nan,nan,nan,nan,nan,1,2
45,19,1,3,2,1,nan,1,1,3,4,0,nan,1,nan,1,7,2,2,1,5,5,nan,2
31,12,5,2,nan,1,3,1,1,4,4,2,2,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
71,14,3,1,nan,1,3,1,1,1,5,4,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
43,20,1,1,2,1,3,3,5,4,4,1,nan,1,nan,1,2,1,2,2,7,0,2,2
36,10,5,1,8,2,nan,1,1,4,4,0,1,1,4,3,2,nan,nan,nan,nan,nan,2,1
51,16,1,2,2,1,nan,1,1,3,4,0,nan,1,nan,1,8,4,2,1,8,0,nan,2
30,16,1,1,2,2,1,1,1,3,6,0,nan,1,nan,1,15,2,2,3,6,15,nan,2
54,18,4,2,nan,2,2,1,1,1,4,0,nan,nan,4,nan,nan,3,2,2,8,15,2,3
40,16,1,0,8,1,nan,1,1,4,10,2,nan,1,4,4,30,4,2,2,9,0,nan,1
59,18,5,0,8,2,nan,1,1,3,4,2,1,1,4,2,5,5,2,1,8,0,nan,1
47,18,1,2,2,2,nan,1,1,4,1,1,nan,1,nan,6,3,1,2,2,8,0,nan,2
88,16,3,3,8,2,nan,1,1,2,4,0,nan,1,4,2,1,nan,nan,nan,nan,nan,2,1
61,14,4,0,nan,2,3,3,3,1,4,0,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
46,16,3,2,2,1,nan,1,1,4,4,0,nan,1,4,2,1,6,2,1,8,0,nan,1
78,11,2,5,nan,2,3,1,1,7,1,0,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
55,18,1,4,nan,2,3,1,1,3,1,4,nan,nan,4,nan,nan,0,2,1,9,0,2,3
28,17,5,0,nan,1,3,1,1,4,2,0,1,nan,4,nan,nan,6,2,1,9,0,2,3
56,16,5,2,nan,2,3,nan,nan,4,2,6,2,nan,4,nan,nan,nan,nan,nan,nan,nan,nan,3
64,14,3,1,nan,1,nan,3,3,4,12,3,1,nan,1,nan,nan,2,2,2,9,0,nan,3
30,14,5,1,3,2,nan,2,2,4,4,2,1,1,4,5,6,nan,nan,2,nan,nan,nan,1
63,11,5,3,8,2,nan,2,2,4,1,2,nan,1,4,18,3,nan,nan,nan,nan,nan,nan,1
64,16,3,3,8,2,nan,2,2,2,1,7,1,1,nan,2,2,nan,nan,nan,nan,nan,nan,1
nan,16,5,0,nan,2,3,2,2,4,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
29,12,5,0,3,1,nan,1,1,4,4,0,nan,1,4,5,5,nan,nan,3,nan,nan,2,1
41,14,5,4,nan,1,3,1,1,1,2,2,2,nan,4,nan,nan,5,2,1,6,0,2,3
40,14,1,1,2,1,3,1,1,4,4,0,nan,1,nan,10,0,3,2,2,6,2,2,2
29,14,5,0,2,2,nan,1,1,4,4,0,1,1,4,4,20,4,2,1,5,10,nan,1
60,18,5,0,nan,1,3,1,1,2,2,6,2,nan,3,nan,nan,nan,nan,nan,nan,nan,2,3
40,17,5,0,1,2,nan,1,1,4,2,2,1,1,4,2,6,6,2,2,8,nan,nan,1
19,13,5,0,nan,2,nan,1,1,4,1,3,2,nan,4,nan,nan,nan,nan,4,nan,nan,nan,3
76,12,3,3,3,1,nan,1,1,6,1,8,nan,2,nan,1,4,nan,nan,nan,nan,nan,nan,2
28,16,5,0,8,1,nan,1,1,4,2,1,nan,1,4,3,0,1,2,2,6,2,2,1
26,16,5,0,nan,2,nan,1,1,3,2,2,nan,nan,4,nan,nan,5,2,2,5,5,1,3
65,15,3,1,2,2,3,1,1,4,2,3,nan,1,nan,4,50,3,2,4,7,5,1,2
66,16,5,1,8,2,3,3,15,6,1,1,nan,2,nan,10,1,nan,nan,nan,nan,nan,nan,2
82,7,2,2,2,2,nan,1,1,6,1,2,nan,2,1,12,nan,nan,nan,nan,nan,nan,nan,1
63,16,1,2,2,1,nan,1,1,4,1,7,nan,nan,1,1,6,nan,nan,nan,nan,nan,2,1
52,14,1,2,nan,2,3,1,1,1,2,1,1,nan,4,nan,nan,nan,nan,nan,nan,nan,3,3
49,15,1,2,2,1,nan,1,1,5,2,2,nan,2,nan,3,0,5,2,1,9,1,nan,2
38,10,5,0,8,1,nan,1,1,5,4,0,nan,1,nan,3,0,nan,nan,3,nan,nan,3,2
67,12,1,3,2,2,nan,1,1,4,2,7,2,1,4,3,1,nan,nan,nan,nan,nan,nan,1
63,14,5,2,2,2,nan,2,2,2,4,1,nan,1,nan,5,5,nan,nan,nan,nan,nan,2,2
55,12,5,4,3,1,nan,2,2,6,4,0,nan,2,nan,24,0,nan,nan,nan,nan,nan,nan,2
70,14,nan,nan,8,1,nan,2,2,4,1,6,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
22,10,5,3,nan,2,3,2,2,5,1,4,nan,2,nan,7,0,nan,nan,2,nan,nan,3,2
70,13,5,0,nan,2,3,1,1,3,1,1,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
20,14,5,0,nan,1,3,3,3,3,4,2,1,nan,4,nan,nan,6,1,2,nan,2,nan,3
22,14,5,0,8,2,nan,2,2,nan,1,7,nan,2,1,0,2,nan,nan,nan,nan,nan,nan,1
44,16,3,3,3,2,3,1,1,4,1,4,nan,1,nan,3,2,1,2,3,7,0,2,2
32,10,1,3,8,2,nan,1,1,4,4,2,nan,1,nan,3,2,4,2,2,9,25,nan,2
59,12,1,3,nan,1,3,1,1,4,1,0,nan,nan,4,nan,nan,6,2,1,nan,5,nan,3
74,14,2,2,2,1,3,1,1,2,1,2,nan,1,nan,6,3,nan,nan,nan,nan,nan,nan,2
nan,8,3,4,3,2,nan,2,2,6,1,7,nan,2,nan,12,0,nan,nan,nan,nan,nan,nan,2
67,12,3,2,8,2,nan,1,1,4,13,8,2,1,1,10,0,nan,nan,nan,nan,nan,nan,1
61,12,5,0,2,1,nan,1,1,2,1,1,nan,1,nan,6,0,4,2,2,5,0,nan,2
74,10,1,1,2,1,nan,1,1,4,1,2,nan,1,1,10,0,nan,nan,nan,nan,nan,nan,1
nan,12,4,4,3,1,nan,2,2,nan,4,0,nan,1,nan,0,0,10,2,2,10,0,nan,2
79,10,2,5,nan,2,3,1,1,4,1,7,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
33,12,1,3,8,2,nan,1,1,4,1,5,nan,1,4,2,10,20,2,1,7,0,nan,1
nan,18,3,2,nan,1,3,1,1,2,1,7,nan,nan,4,nan,nan,nan,nan,nan,nan,nan,1,3
31,12,5,1,1,1,nan,1,1,4,4,2,1,1,4,0,0,nan,nan,1,nan,nan,nan,1
58,18,3,3,2,2,nan,1,1,4,2,6,2,1,4,3,5,8,2,1,9,0,nan,1
40,16,1,5,4,2,nan,2,2,2,4,2,nan,1,2,2,nan,nan,nan,2,nan,nan,nan,1
36,12,5,2,2,2,nan,1,1,2,1,2,nan,1,4,4,0,nan,nan,2,nan,nan,nan,1
49,12,1,3,nan,2,3,1,1,5,1,1,2,nan,1,nan,nan,nan,nan,2,nan,nan,nan,3
46,12,4,2,2,2,nan,2,2,7,4,0,nan,1,4,4,3,3,2,1,8,7,2,1
51,8,1,3,3,2,nan,1,1,4,4,0,nan,1,4,2,2,4,2,3,8,0,nan,1
19,12,5,0,3,1,nan,1,1,5,4,0,2,1,4,1,2,4,2,1,6,6,nan,1
37,18,1,2,2,2,nan,1,1,5,2,0,2,1,4,1,4,3,2,1,10,0,2,1
60,18,1,1,8,2,nan,1,1,6,1,1,nan,2,nan,3,20,4,2,1,7,2,nan,2
49,12,1,2,2,1,nan,1,1,4,4,0,nan,1,nan,5,5,3,2,2,9,0,1,2
55,14,1,3,nan,1,nan,2,2,7,1,7,2,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,3
60,16,1,1,3,2,3,1,1,4,11,3,nan,1,nan,2,5,2,2,1,9,3,nan,2
nan,12,1,1,nan,2,3,1,1,4,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
56,9,2,1,nan,2,3,1,1,4,1,0,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,3
nan,13,1,0,nan,2,nan,nan,nan,3,nan,4,2,1,1,0,nan,3,2,2,8,nan,nan,1
37,12,1,1,nan,2,3,1,1,6,1,7,nan,nan,1,nan,nan,0,2,4,6,10,3,3
83,16,3,3,2,2,nan,1,1,4,1,4,nan,1,nan,2,20,nan,2,1,10,0,1,1
63,15,1,1,2,1,nan,1,1,6,1,0,nan,1,nan,3,4,3,2,4,8,30,nan,2
nan,18,4,0,nan,2,nan,1,1,2,4,0,nan,1,nan,2,10,nan,nan,2,nan,nan,nan,2
26,16,5,0,2,2,nan,1,1,2,4,0,1,1,4,2,1,4,2,2,4,20,nan,1
29,14,1,1,nan,1,3,1,1,5,1,7,nan,nan,1,nan,nan,4,2,4,9,0,nan,3
24,16,1,0,8,2,nan,1,1,4,1,7,nan,1,nan,1,1,4,2,1,8,0,2,2
